"%s was added to your shopping cart.","%s was added to your shopping cart."
"%s was updated in your shopping cart.","%s was updated in your shopping cart."
"(Excl. Tax)","(Excl. Imposto)"
"(Incl. Tax)","(Incl. Imposto)"
"* Required Fields","* Campos Obrigatórios"
"Add coupon code for shopping cart","Add coupon code for shopping cart"
"Add gift messages to shopping cart","Add gift messages to shopping cart"
"Additional Product Info","Additional Product Info"
"Add New Address","Adicionar Novo Endereço"
"Add New Condition","Adicionar Nova Condição"
"Add product(s) to shopping cart","Add product(s) to shopping cart"
"Add product to shopping cart","Add product to shopping cart"
"Address","Endereços"
"Address %s of %s","Address %s of %s"
"Add to Cart","Adicionar ao Carrinho"
"Add to Compare","Adicionar para Comparar"
"Add to Wishlist","Adicionar à Lista de Desejos"
"After Adding a Product Redirect to Shopping Cart","Depois de Adicionar um Produto, Reenvie para o Carrinho de Compras"
"Allow Guest Checkout","Permitir Compras por Visitantes"
"An error occurred. Please try again.","An error occurred. Please try again."
"An error occurred in the process of payment","An error occurred in the process of payment"
"An error occurred while deleting this condition.","An error occurred while deleting this condition."
"An error occurred while placing your order. Please try again.","An error occurred while placing your order. Please try again."
"An error occurred while saving this condition.","An error occurred while saving this condition."
"Apply","Aplicar"
"Applying...","Applying..."
"Are you sure you would like to remove this item from the shopping cart?","Tem certeza que gostaria de remover este item do carrinho de compras?"
"Back","Voltar"
"Back to Billing Information","Voltar para informações de cobrança"
"Back to Select Addresses","Volta para seleção de endereços"
"Back to Shipping Information","Voltar para informações de envio"
"Back to Shopping Cart","Volta ao carrinho de compras"
"Billing Address","Endereço de Cobrança"
"Billing Information","Dados de Cobrança"
"Billing Information - %s","Billing Information - %s"
"Cancel","Cancelar"
"Cannot add item to the shopping cart.","Cannot add item to the shopping cart."
"Cannot add the item to shopping cart","Cannot add the item to shopping cart"
"Cannot add the item to shopping cart.","Cannot add the item to shopping cart."
"Cannot configure product.","Cannot configure product."
"Cannot open the overview page","Cannot open the overview page"
"Cannot process the item.","Não foi possível processar o item."
"Can not remove the item.","Can not remove the item."
"Cannot remove the item.","Cannot remove the item."
"Can not save item.","Can not save item."
"Cannot update shopping cart.","Cannot update shopping cart."
"Cannot update the item.","Cannot update the item."
"Card Verification Number Visual Reference","Referência Visual do Número de Verificação do Cartão"
"Cart","Cart"
"Cart Item Counter","Cart Item Counter"
"Cart Product API","Cart Product API"
"Cart Subtotal:","Cart Subtotal:"
"Change","Alterar"
"Change Billing Address","Alterar endereço de cobrança"
"Checkbox Text","Caixa de Seleção de Texto"
"Checkout","Finalizar Compra"
"Checkout Conditions","Condições de Compra"
"Checkout Forms Extra","Checkout Forms Extra"
"Checkout Options","Opcões de Compra"
"Checkout Progress Wrapper","Checkout Progress Wrapper"
"Checkout Terms and Conditions","Termos e Condições da Compra"
"Checkout with Multiple Addresses","Checkout with Multiple Addresses"
"City","Cidade"
"Clear Shopping Cart","Limpar Carrinho de Compras"
"Click <a href=""%s"">here</a> to continue shopping.","Click <a href=""%s"">here</a> to continue shopping."
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation."
"Close","Fechar"
"Company","Empresa"
"Condition Name","Nome da Condição"
"Configurable Product Image","Imagem de produto configurável"
"Configure Cart Item","Configure Cart Item"
"Confirm Password","Confirmar Senha"
"Content","Conteúdo"
"Content Height","Altura do Conteúdo"
"Content Height (css)","Altura do Conteúdo (css)"
"Continue","Próximo"
"Continue Shopping","Continuar Comprando"
"Continue to Billing Information","Continuar em Informações de Cobrança"
"Continue to Review Your Order","Continue to Review Your Order"
"Continue to Shipping Information","Continue to Shipping Information"
"Controls how the item count is calculated in the cart icon badge.","Controls how the item count is calculated in the cart icon badge."
"Count Method","Count Method"
"Country","País"
"Coupon:","Coupon:"
"Coupon code ""%s"" was applied.","Coupon code ""%s"" was applied."
"Coupon code was removed.","Coupon code was removed."
"Create an order from shopping cart","Create an order from shopping cart"
"Create Billing Address","Criar Endereço de Faturamento"
"Create Shipping Address","Criar endereço de remessa"
"Create shopping cart","Create shopping cart"
"Customer's information","Customer's information"
"Customer Address is not valid.","Customer Address is not valid."
"Customer Information","Informações do cliente"
"Data saving problem","Problema ao salvar dados"
"Default Billing","Padrão de cobrança"
"Default Shipping","Padrão de envio"
"Delete Condition","Excluir Condição"
"Details","Detalhes"
"Disabled","Desabilitado"
"Discount code or gift card","Discount code or gift card"
"Discounts","Discounts"
"Display number of items in wishlist","Display number of items in wishlist"
