"%s role is a special one and can't be changed.","%s role is a special one and can't be changed."
"%s role is a special one and can't be deleted.","%s role is a special one and can't be deleted."
"%s role is protected.","%s role is protected."
"ACL Attribute Rules","ACL Attribute Rules"
"ACL Attributes Information","ACL Attributes Information"
"Add","Adicionar"
"Add Admin Role","Add Admin Role"
"Add New Role","Adicionar Nova Função"
"Address Type","Tipo de endereço"
"Admin","Administrador"
"Allow","Permitir"
"An error occurred while deleting the role.","An error occurred while deleting the role."
"An error occurred while saving attribute rules.","An error occurred while saving attribute rules."
"An error occurred while saving role.","An error occurred while saving role."
"Api Rules Information","Api Rules Information"
"Assigned","Atribuído"
"Associate to Website","Associate to Website"
"Attribute Rules Information","Attribute Rules Information"
"Attributes","Atributos"
"Attribute Set","Conjuntos de Atributo"
"Automatically Return Credit Memo Item to Stock","Retornar automaticamente item de nota de crédito para o estoque"
"Back","Voltar"
"Backorders","Pedidos pendentes"
"Base Currency","Moeda base"
"Base Customer Balance","Base Customer Balance"
"Base Discount","Base Discount"
"Base Discount Amount","Base Discount Amount"
"Base Item Subtotal","Base Item Subtotal"
"Base Item Subtotal Including Tax","Base Item Subtotal Including Tax"
"Base Original Price","Base Original Price"
"Base Price","Base Price"
"Base Price Including Tax","Base Price Including Tax"
"Base Shipping","Base Shipping"
"Base Shipping Discount","Base Shipping Discount"
"Base Shipping Tax","Base Shipping Tax"
"Base Subtotal","Base Subtotal"
"Base Subtotal Including Tax","Base Subtotal Including Tax"
"Base Tax Amount","Base Tax Amount"
"Base Total Due","Base Total Due"
"Base Total Paid","Base Total Paid"
"Base Total Refunded","Base Total Refunded"
"Buy Now URL","Buy Now URL"
"Can Be Divided into Multiple Boxes for Shipping","Can Be Divided into Multiple Boxes for Shipping"
"Canceled Qty","Canceled Qty"
"Catalog","Catálogo"
"CatalogInventory","CatalogInventory"
"Catalog Product","Catalog Product"
"Category ID","ID da categoria"
"City","Cidade"
"Company","Empresa"
"Country","País"
"Coupon Code","Código do cupom"
"Create","Criar"
"Created From","Created From"
"Create Permanent Redirect for old URL","Criar redirecionamento permanente para a URL antiga"
"Customer","Cliente"
"Customer Address","Endereço do cliente"
"Customer Address ID","Customer Address ID"
"Customer Balance","Customer Balance"
"Customer First Name","Nome do cliente"
"Customer ID","ID do cliente"
"Customer Last Name","Sobrenome do cliente"
"Customer Middle Name","Customer Middle Name"
"Customer Prefix","Customer Prefix"
"Customer Suffix","Customer Suffix"
"Default Image","Default Image"
"Delete","Excluir"
"Deny","Negar"
"Disable automatic group change based on VAT ID","Disable automatic group change based on VAT ID"
"Discount","Desconto"
"Discount Amount","Quantidade do Desconto"
"Discount Description","Discount Description"
"Edit","Editar"
"Edit %s ACL attribute rules","Edit %s ACL attribute rules"
"Edit attribute rules for %s Role","Edit attribute rules for %s Role"
"Edit Role","Editar Função"
"Email","E-mail"
"Enable Qty Increments","Habilitar os Incrementos de Qtd"
"Exclude","Excluir"
"File Content","File Content"
"File MIME Type","File MIME Type"
"File Name","Nome do Arquivo"
"Final Price Without Tax","Final Price Without Tax"
"Final Price With Tax","Final Price With Tax"
"First Name","Nome"
"Gift Message","Mensagem do presente"
"Grand Total","Total geral"
"Grand Total to Be Charged","Valor total a cobrar"
"Group","Grupo"
"Guest","Visitante"
"Has Custom Options","Has Custom Options"
"ID","Id."
"Inventory Data","Inventory Data"
"Invoiced Qty","Invoiced Qty"
"Is Confirmed","Is Confirmed"
"Is Default Billing Address","Is Default Billing Address"
"Is Default Shipping Address","Is Default Shipping Address"
"Item ID","Item ID"
"Item Subtotal","Item Subtotal"
"Item Subtotal Including Tax","Item Subtotal Including Tax"
"Label","Título"
"Last Logged In","Last Logged In"
"Last Name","Sobrenome"
"Low Stock Date","Low Stock Date"
"Manage Stock","Gerenciar Estoque"
"Maximum Qty Allowed in Shopping Cart","Quantidade Máxima Permitida no Carrinho"
"Minimum Qty Allowed in Shopping Cart","Quantidade Mínima Permitida no Carrinho"
"New Role","Nova Permissão"
"Notify for Quantity Below","Notificar para Quantidade Abaixo"
"OAuth","OAuth"
"Order","Pedido"
"Order Addresses","Order Addresses"
"Order Comments","Comentários do pedido"
"Order Currency","Order Currency"
"Order Date","Data do Pedido"
"Ordered Qty","Ordered Qty"
"Order ID","ID do Pedido"
"Order ID (internal)","Order ID (internal)"
"Order Item ID","Order Item ID"
"Order Items","Order Items"
"Orders","Pedidos"
"Order Status","Situação do pedido"
"Original Price","Preço original"
"Parent Order Item ID","Parent Order Item ID"
"Payment Method","Método de Pagamento"
"Phone Number","Número do Telefone"
"Placed from IP","Efetuado do IP"
"Please enter a valid number in ""max_sale_qty"" field","Please enter a valid number in ""max_sale_qty"" field"
"Please enter a valid number in ""min_qty"" field","Please enter a valid number in ""min_qty"" field"
"Please enter a valid number in ""min_sale_qty"" field","Please enter a valid number in ""min_sale_qty"" field"
"Please enter a valid number in ""notify_stock_qty"" field","Please enter a valid number in ""notify_stock_qty"" field"
