"-- Please Select --","-- Por favor selecione --"
"Actions","Ações"
"Add Layout Update","Adicionar Atualização de Layout"
"Add New Widget Instance","Add New Widget Instance"
"All","Todos"
"All Pages","Todas as Páginas"
"All Product Types","Todos os tipos de produto"
"Anchor Categories","Categorias âncora"
"An error occurred during POST data validation: %s","An error occurred during POST data validation: %s"
"An error occurred during saving a widget: %s","An error occurred during saving a widget: %s"
"Apply","Aplicar"
"Assign to Store Views","Atribuir à Frentes de Loja"
"Big Image","Imagem Grande"
"Block Reference","Block Reference"
"Categories","Categorias"
"Choose...","Escolha..."
"Close","Fechar"
"CMS","CMS"
"Continue","Próximo"
"Default Template","Modelo padrão"
"Delete","Excluir"
"Design Package/Theme","Design Tema"
"Error occurs during loading chooser.","Error occurs during loading chooser."
"Export to:","Exportar para:"
"Frontend Properties","Frontend Properties"
"Generic Pages","Páginas genéricas"
"Go to Next page","Go to Next page"
"Go to Previous page","Go to Previous page"
"Images","Imagens"
"Insert Widget...","Inserir Widget..."
"items selected","items selected"
"Layout Updates","Atualizações de Layout"
"Manage Widget Instances","Gerir Instâncias de Widgets"
"New Instance","New Instance"
"New Widget Instance","Nova Instância de Widget"
"Next page","Próxima página"
"Non-Anchor Categories","Categorias não âncora"
"Not Selected","Não selecionado"
"of %s pages","of %s pages"
"Open Chooser","Abrir Seletor"
"Page","Página"
"per page","por página"
"Please Select Block Reference First","Please Select Block Reference First"
"Previous page","Página anterior"
"Products","Produtos"
"Remove Layout Update","Remover Atualização de Layout"
"Save and Continue Edit","Salvar e Continuar Editando"
"Select All","Selecionar Todos"
"Select Visible","Selecionar Todos da Página"
"Settings","Configurações"
"Sort Order","Ordenação"
"Sort Order of widget instances in the same block reference","Sort Order of widget instances in the same block reference"
"Specific %s","Specific %s"
"Specified Page","Página Especificada"
"Template","Tema"
"The information in this tab has been changed.","A informação nessa aba foi alterada."
"The widget instance has been deleted.","A instância do widget foi removida."
"The widget instance has been saved.","A instância do widget foi gravada."
"This tab contains invalid data. Please solve the problem before saving.","This tab contains invalid data. Please solve the problem before saving."
"Thumbnail","Miniatura"
"Total %d records found","Total %d records found"
"Type","Tipo"
"Unselect All","Desmarcar Todos"
"Unselect Visible","Desmarcar Todos da Página"
"View","Visualizar"
"Widget","Widget"
"Widget ""%s""","Widget ""%s"""
"Widget ID","ID do Widget"
"Widget Instance","Widget Instance"
"Widget instance is not full complete to create.","Widget instance is not full complete to create."
"Widget Instance Title","Widget Instance Title"
"Widget Options","Opções do Widget"
"Widgets","Widgets"
"Widget Type","Tipo de Widget"
"Widget Type is not specified","Widget Type is not specified"
"Wrong widget instance specified.","Wrong widget instance specified."
