"%s Index process is working now. Please try run this process later.","%s Index process is working now. Please try run this process later."
"%s index was rebuilt.","%s index was rebuilt."
"'%s' Index Process Information","'%s' Index Process Information"
"Action","Ação"
"Cannot initialize the indexer process.","Cannot initialize the indexer process."
"Change Index Mode","Change Index Mode"
"Click here to go to <a href=""%s"">Cache Management</a> and refresh cache types.","Click here to go to <a href=""%s"">Cache Management</a> and refresh cache types."
"Click here to go to <a href=""%s"">Index Management</a> and rebuild required indexes.","Click here to go to <a href=""%s"">Index Management</a> and rebuild required indexes."
"Delete","Excluir"
"Description","Descrição"
"Disable","Desabilitado"
"Enable","Habilitado"
"General","Geral"
"Index","Index"
"Index Description","Index Description"
"Indexer code is not defined.","Indexer code is not defined."
"Indexer model is not defined.","Indexer model is not defined."
"Indexer model should extend Mage_Index_Model_Indexer_Abstract.","Indexer model should extend Mage_Index_Model_Indexer_Abstract."
"Index Management","Gerenciamento de Índices"
"Index Mode","Index Mode"
"Index mode","Index mode"
"Index Name","Index Name"
"Manual Update","Manual Update"
"Mode","Modo"
"Never","Nunca"
"No","Não"
"One or more of the Indexes are not up to date:","One or more of the Indexes are not up to date:"
"Please select Index(es)","Please select Index(es)"
"Please select Indexes","Please select Indexes"
"Process Information","Process Information"
"Processing","Processando"
"Ready","Pronto"
"Refresh","Atualizar"
"Reindex Data","Reindex Data"
"Reindex Required","Reindex Required"
"Revoke","Revoke"
"Status","Situação"
"System","Sistema"
"The index has been saved.","The index has been saved."
"There was a problem with reindexing process.","There was a problem with reindexing process."
"There was a problem with saving process.","There was a problem with saving process."
"Total of %d index(es) have changed index mode.","Total of %d index(es) have changed index mode."
"Total of %d index(es) have reindexed data.","Total of %d index(es) have reindexed data."
"Updated At","Atualizado por"
"Update on Save","Atualizar ao salvar"
"Update Required","Update Required"
"Yes","Sim"
