"%s role is a special one and can't be changed.","%s rooli on erityinen eikä sitä voi muuttaa."
"%s role is a special one and can't be deleted.","%s rooli on erityinen eikä sitä voi poistaa."
"%s role is protected.","%s rooli on suojattu."
"ACL Attribute Rules","Akl-Attribuutin Säännöt"
"ACL Attributes Information","Acl Attribuuttien Tiedot"
"Add","Lisää"
"Add Admin Role","Lisää Ylläpitäjän Rooli"
"Add New Role","Lisää Uusi Rooli"
"Address Type","Osoitteen Tyyppi"
"Admin","Ylläpitäjä"
"Allow","Salli"
"An error occurred while deleting the role.","Roolin poistamisessa tapahtui virhe."
"An error occurred while saving attribute rules.","Tapahtui virhe tallennettaessa attribuutin sääntöjä."
"An error occurred while saving role.","Roolia tallennettaessa tapahtui virhe."
"Api Rules Information","API -sääntöjen Tiedot"
"Assigned","Määritetty"
"Associate to Website","Liitä sivustoon"
"Attribute Rules Information","Attribuuttien Sääntöjen Tiedot"
"Attributes","Ominaisuudet"
"Attribute Set","Attribuuttiryhmä"
"Automatically Return Credit Memo Item to Stock","Palauta automaattisesti hyvityslaskun kohde varastoon"
"Back","Takaisin"
"Backorders","Jälkitoimitukset"
"Base Currency","Base Valuutta"
"Base Customer Balance","Base Asiakkaan Saldo"
"Base Discount","Base Alennus"
"Base Discount Amount","Base Alennuksen Määrä"
"Base Item Subtotal","Base Kohteen Välisumma"
"Base Item Subtotal Including Tax","Perustavaran Välisumma Sisältää Verot"
"Base Original Price","Perus Alkuperäinen Hinta"
"Base Price","Perushinta"
"Base Price Including Tax","Perushinta (sis. ALV)"
"Base Shipping","Base Toimitus"
"Base Shipping Discount","Base Toimitustavan Alennus"
"Base Shipping Tax","Base Toimitus Vero"
"Base Subtotal","Base Välisumma"
"Base Subtotal Including Tax","Base Välisumma Sisältää Verot"
"Base Tax Amount","Perus Veron Määrä"
"Base Total Due","Perus Yhteensä Erääntynyt"
"Base Total Paid","Perusmaksu Yhteensä"
"Base Total Refunded","Perus Yhteensä Hyvitetty"
"Buy Now URL","Osta Nyt URL"
"Can Be Divided into Multiple Boxes for Shipping","Voidaan jakaa useisiin laatikoihin lähetystä varten"
"Canceled Qty","Peruttu Määrä"
"Catalog","Katalogi"
"CatalogInventory","KatalogiInventory"
"Catalog Product","Tuotekatalogi Tuote"
"Category ID","Luokka ID"
"City","Kaupunki"
"Company","Yritys"
"Country","Maa"
"Coupon Code","Alennuskoodi"
"Create","Luo"
"Created From","Luotu Alkaen"
"Create Permanent Redirect for old URL","Luo pysyvä uudelleenohjaus vanhalle URL:lle"
"Customer","Asiakas"
"Customer Address","Asiakkaan Osoite"
"Customer Address ID","Asiakkaan Osoite ID"
"Customer Balance","Asiakkaan Saldo"
"Customer First Name","Asiakkaan Etunimi"
"Customer ID","Asiakkaan Tunnus"
"Customer Last Name","Asiakkaan Sukunimi"
"Customer Middle Name","Asiakkaan Toinen Nimi"
"Customer Prefix","Asiakkaan Etuliite"
"Customer Suffix","Asiakkaan Jälkiliite"
"Default Image","Oletus Kuva"
"Delete","Poista"
"Deny","Estä"
"Disable automatic group change based on VAT ID","Poista automaattinen ryhmämuutos käytöstä ALV-tunnuksen perusteella"
"Discount","Alennus"
"Discount Amount","Alennuksen Määrä"
"Discount Description","Alennuksen Kuvaus"
"Edit","Muokkaa"
"Edit %s ACL attribute rules","Muokkaa %s ACL-attribuuttisääntöjä"
"Edit attribute rules for %s Role","Muokkaa attribuuttisääntöjä %s roolille"
"Edit Role","Muokkaa Roolia"
"Email","Sähköposti"
"Enable Qty Increments","Ota Käyttöön Määrä Lisäykset"
"Exclude","Ohita"
"File Content","Tiedoston Sisältö"
"File MIME Type","Tiedoston MIME-tyyppi"
"File Name","Tiedoston Nimi"
"Final Price Without Tax","Lopullinen Hinta Ilman Veroa"
"Final Price With Tax","Lopullinen Hinta Verolla"
"First Name","Etunimi"
"Gift Message","Lahjan Viesti"
"Grand Total","Yhteensä"
"Grand Total to Be Charged","Maksettava summa yhteensä"
"Group","Ryhmä"
"Guest","Vieras"
"Has Custom Options","On Mukautettuja Valintoja"
"ID","ID"
"Inventory Data","Tavaraluettelon Tiedot"
"Invoiced Qty","Laskutettu Määrä"
"Is Confirmed","Vahvistetaan"
"Is Default Billing Address","On Oletuslaskutusosoite"
"Is Default Shipping Address","On Oletus Toimitusosoite"
"Item ID","Item ID"
"Item Subtotal","Välisumma"
"Item Subtotal Including Tax","Erä Välisumma Sisältää Verot"
"Label","Tunniste"
"Last Logged In","Viimeksi Kirjautunut"
"Last Name","Sukunimi"
"Low Stock Date","Alhainen Varastopäivä"
"Manage Stock","Hallitse Varastoa"
"Maximum Qty Allowed in Shopping Cart","Maksimi määrä sallittu ostoskorissa"
"Minimum Qty Allowed in Shopping Cart","Ostoskorissa sallittu vähimmäismäärä"
"New Role","Uusi Rooli"
"Notify for Quantity Below","Ilmoita määrästä alla"
"OAuth","OAuth"
"Order","Tilaus"
"Order Addresses","Tilauksen Osoitteet"
"Order Comments","Tilauksen Kommentit"
"Order Currency","Tilauksen Valuutta"
"Order Date","Tilauksen Päivämäärä"
"Ordered Qty","Tilattu Määrä"
"Order ID","Tilauksen Tunnus"
"Order ID (internal)","Tilauksen ID (sisäinen)"
"Order Item ID","Tilauksen Tunnus"
"Order Items","Tilauksen Tuotteet"
"Orders","Tilaukset"
"Order Status","Tilauksen Tila"
"Original Price","Alkuperäinen Hinta"
"Parent Order Item ID","Ylätason Tilauksen Tunnus"
"Payment Method","Maksutapa"
"Phone Number","Puhelinnumero"
"Placed from IP","Lähetetty IP-osoitteesta"
"Please enter a valid number in ""max_sale_qty"" field","Syötä kelvollinen numero kenttään ""max_sale_qty"""
"Please enter a valid number in ""min_qty"" field","Syötä kelvollinen numero kenttään ""min_qty"""
