"%s role is a special one and can't be changed.","%s role is a special one and can't be changed."
"%s role is a special one and can't be deleted.","%s role is a special one and can't be deleted."
"%s role is protected.","%s role is protected."
"ACL Attribute Rules","ACL Attribute Rules"
"ACL Attributes Information","ACL Attributes Information"
"Add","Agregar"
"Add Admin Role","Add Admin Role"
"Add New Role","Añadir Nuevo Cargo"
"Address Type","Adressentyp"
"Admin","Administrar"
"Allow","Permitir"
"An error occurred while deleting the role.","An error occurred while deleting the role."
"An error occurred while saving attribute rules.","An error occurred while saving attribute rules."
"An error occurred while saving role.","An error occurred while saving role."
"Api Rules Information","Api Rules Information"
"Assigned","Asignado"
"Associate to Website","Associate to Website"
"Attribute Rules Information","Attribute Rules Information"
"Attributes","Atributos"
"Attribute Set","Conjunto de atributos"
"Automatically Return Credit Memo Item to Stock","Devolver automáticamente artículo de factura rectificativa a existencias"
"Back","Atrás"
"Backorders","Pedidos pendientes"
"Base Currency","Moneda base"
"Base Customer Balance","Base Customer Balance"
"Base Discount","Base Discount"
"Base Discount Amount","Base Discount Amount"
"Base Item Subtotal","Base Item Subtotal"
"Base Item Subtotal Including Tax","Base Item Subtotal Including Tax"
"Base Original Price","Base Original Price"
"Base Price","Base Price"
"Base Price Including Tax","Base Price Including Tax"
"Base Shipping","Base Shipping"
"Base Shipping Discount","Base Shipping Discount"
"Base Shipping Tax","Base Shipping Tax"
"Base Subtotal","Base Subtotal"
"Base Subtotal Including Tax","Base Subtotal Including Tax"
"Base Tax Amount","Base Tax Amount"
"Base Total Due","Base Total Due"
"Base Total Paid","Base Total Paid"
"Base Total Refunded","Base Total Refunded"
"Buy Now URL","Buy Now URL"
"Can Be Divided into Multiple Boxes for Shipping","Can Be Divided into Multiple Boxes for Shipping"
"Canceled Qty","Canceled Qty"
"Catalog","Catálogo"
"CatalogInventory","CatalogInventory"
"Catalog Product","Catalog Product"
"Category ID","ID de categoría"
"City","Ciudad"
"Company","Empresa"
"Country","País"
"Coupon Code","Código de cupón"
"Create","Crear"
"Created From","Created From"
"Create Permanent Redirect for old URL","Crear redirección permanente para URL antigua"
"Customer","Cliente"
"Customer Address","Dirección del Cliente"
"Customer Address ID","Customer Address ID"
"Customer Balance","Customer Balance"
"Customer First Name","Nombre del cliente"
"Customer ID","ID del cliente"
"Customer Last Name","Apellido del cliente"
"Customer Middle Name","Customer Middle Name"
"Customer Prefix","Customer Prefix"
"Customer Suffix","Customer Suffix"
"Default Image","Default Image"
"Delete","Borrar"
"Deny","Denegar"
"Disable automatic group change based on VAT ID","Disable automatic group change based on VAT ID"
"Discount","Descuento"
"Discount Amount","Importe del descuento"
"Discount Description","Discount Description"
"Edit","Editar"
"Edit %s ACL attribute rules","Edit %s ACL attribute rules"
"Edit attribute rules for %s Role","Edit attribute rules for %s Role"
"Edit Role","Editar Rol"
"Email","Correo electrónico"
"Enable Qty Increments","Habilitar incrementos de cantidad"
"Exclude","Excluir"
"File Content","File Content"
"File MIME Type","File MIME Type"
"File Name","Nombre de archivo"
"Final Price Without Tax","Final Price Without Tax"
"Final Price With Tax","Final Price With Tax"
"First Name","Nombre"
"Gift Message","Mensaje regalo"
"Grand Total","Total general"
"Grand Total to Be Charged","Importe total a cobrar"
"Group","Grupo"
"Guest","Visitante"
"Has Custom Options","Has Custom Options"
"ID","ID"
"Inventory Data","Inventory Data"
"Invoiced Qty","Invoiced Qty"
"Is Confirmed","Is Confirmed"
"Is Default Billing Address","Is Default Billing Address"
"Is Default Shipping Address","Is Default Shipping Address"
"Item ID","Item ID"
"Item Subtotal","Item Subtotal"
"Item Subtotal Including Tax","Item Subtotal Including Tax"
"Label","Etiqueta"
"Last Logged In","Última conexión"
"Last Name","Apellidos"
"Low Stock Date","Low Stock Date"
"Manage Stock","Gestionar existencias"
"Maximum Qty Allowed in Shopping Cart","Cantidad Máxima Permitida en la Cesta del Carrito"
"Minimum Qty Allowed in Shopping Cart","Cantidad Mínima Permitida en la Cesta de Compra"
"New Role","Nueva función"
"Notify for Quantity Below","Notificar cuando la cantidad sea inferior a"
"OAuth","OAuth"
"Order","Pedido"
"Order Addresses","Order Addresses"
"Order Comments","Comentarios del pedido"
"Order Currency","Order Currency"
"Order Date","Fecha del pedido"
"Ordered Qty","Ordered Qty"
"Order ID","Pedido ID"
"Order ID (internal)","Order ID (internal)"
"Order Item ID","Order Item ID"
"Order Items","Order Items"
"Orders","Pedidos"
"Order Status","Estado de pedido"
"Original Price","Precio original"
"Parent Order Item ID","Parent Order Item ID"
"Payment Method","Método de pago"
"Phone Number","Número de teléfono"
"Placed from IP","Realizado desde IP"
"Please enter a valid number in ""max_sale_qty"" field","Please enter a valid number in ""max_sale_qty"" field"
"Please enter a valid number in ""min_qty"" field","Please enter a valid number in ""min_qty"" field"
"Please enter a valid number in ""min_sale_qty"" field","Please enter a valid number in ""min_sale_qty"" field"
"Please enter a valid number in ""notify_stock_qty"" field","Please enter a valid number in ""notify_stock_qty"" field"
