"%s was added to your shopping cart.","%s è stato aggiunto al tuo carrello."
"%s was updated in your shopping cart.","%s è stato aggiornato nel tuo carrello."
"(Excl. Tax)","(Escl. Tasse)"
"(Incl. Tax)","(Tasse Incl.)"
"* Required Fields","* Campi Obbligatori"
"Add coupon code for shopping cart","Aggiungi codice coupon per il carrello"
"Add gift messages to shopping cart","Aggiungi messaggi regalo al carrello"
"Additional Product Info","Ulteriori Informazioni Sul Prodotto"
"Add New Address","Aggiungi Nuovo Indirizzo"
"Add New Condition","Aggiungi Nuova Condizione"
"Add product(s) to shopping cart","Aggiungi prodotto/i al carrello"
"Add product to shopping cart","Aggiungi prodotto al carrello"
"Address","Indirizzo"
"Add to Cart","Aggiungi al carrello"
"Add to Compare","Aggiungi al confronto"
"Add to Wishlist","Aggiungi alla lista dei desideri"
"After Adding a Product Redirect to Shopping Cart","Dopo aver aggiunto un prodotto reindirizza al carrello"
"Allow Guest Checkout","Consenti Checkout Ospite"
"An error occurred. Please try again.","Si è verificato un errore. Riprova."
"An error occurred in the process of payment","Si è verificato un errore nel processo di pagamento"
"An error occurred while deleting this condition.","Si è verificato un errore durante l'eliminazione di questa condizione."
"An error occurred while placing your order. Please try again.","Si è verificato un errore durante l'effettuazione dell'ordine. Per favore riprova."
"An error occurred while saving this condition.","Errore durante il salvataggio di questa condizione."
"Apply","Applica"
"Applying...","Applicando..."
"Are you sure you would like to remove this item from the shopping cart?","Sei sicuro di voler rimuovere questo articolo dal carrello?"
"Back","Indietro"
"Billing Address","Indirizzo Di Fatturazione"
"Billing Information","Informazioni Di Fatturazione"
"Cancel","Annulla"
"Cannot add item to the shopping cart.","Impossibile aggiungere l'oggetto al carrello."
"Cannot add the item to shopping cart","Impossibile aggiungere l'oggetto al carrello"
"Cannot add the item to shopping cart.","Impossibile aggiungere l'elemento al carrello."
"Cannot configure product.","Impossibile configurare il prodotto."
"Cannot process the item.","Impossibile elaborare l'elemento."
"Can not remove the item.","Impossibile rimuovere l'elemento."
"Cannot remove the item.","Impossibile rimuovere l'oggetto."
"Can not save item.","Impossibile salvare l'oggetto."
"Cannot update shopping cart.","Impossibile aggiornare il carrello."
"Cannot update the item.","Impossibile aggiornare l'elemento."
"Card Verification Number Visual Reference","Verifica Carta Numero Di Riferimento Visivo"
"Cart","Carrello"
"Cart Item Counter","Contatore Articolo Carrello"
"Cart Product API","Api Prodotto Carrello"
"Cart Subtotal:","Totale Del Carrello:"
"Change","Cambia"
"Change Billing Address","Cambia Indirizzo Di Fatturazione"
"Checkbox Text","Testo Casella"
"Checkout","Checkout"
"Checkout Conditions","Condizioni Di Pagamento"
"Checkout Forms Extra","Forme Di Checkout Extra"
"Checkout Options","Opzioni Di Checkout"
"Checkout Progress Wrapper","Checkout Progress Wrapper"
"Checkout Terms and Conditions","Termini e Condizioni di Checkout"
"City","Città"
"Clear Shopping Cart","Cancella Carrello"
"Click <a href=""%s"">here</a> to continue shopping.","Clicca <a href=""%s"">qui</a> per continuare lo shopping."
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Clicca <a href=""%s"" onclick=""this.target='_blank'"">qui per stampare</a> una copia della conferma dell'ordine."
"Close","Chiudi"
"Company","Società"
"Condition Name","Nome Condizione"
"Configurable Product Image","Immagine Del Prodotto Configurabile"
"Configure Cart Item","Configura Elemento Carrello"
"Confirm Password","Conferma Password"
"Content","Contenuto"
"Content Height","Altezza Contenuto"
"Content Height (css)","Altezza Contenuto (Css)"
"Continue","Continua"
"Continue Shopping","Continua Lo Shopping"
"Controls how the item count is calculated in the cart icon badge.","Controlla come il conteggio degli articoli è calcolato nel distintivo icona del carrello."
"Count Method","Metodo Di Conteggio"
"Country","Paese"
"Coupon:","Coupon:"
"Coupon code ""%s"" was applied.","Il codice coupon ""%s"" è stato applicato."
"Coupon code was removed.","Codice coupon rimosso."
"Create an order from shopping cart","Crea un ordine dal carrello"
"Create shopping cart","Crea carrello"
"Customer's information","Informazioni del cliente"
"Customer Address is not valid.","Indirizzo cliente non valido."
"Customer Information","Informazioni Cliente"
"Delete Condition","Elimina Condizione"
"Details","Dettagli"
"Disabled","Disabilitato"
"Discount code or gift card","Codice sconto o carta regalo"
"Discounts","Sconti"
"Display number of items in wishlist","Visualizza il numero di articoli nella lista dei desideri"
"Displays all checkout steps on a single page in a 2-column layout","Visualizza tutti i passaggi di checkout su una singola pagina in un layout a 2 colonne"
"Edit","Modifica"
"Edit Address","Modifica Indirizzo"
"Edit Condition","Modifica Condizione"
"Edit item parameters","Modifica parametri articolo"
"Edit Terms and Conditions","Modifica Termini e Condizioni"
"Email Address","Indirizzo Email"
"Empty Shopping Cart Content Before","Contenuto Del Carrello Vuoto Prima"
"Enabled","Abilitato"
"Enable One-Step Checkout","Abilita Checkout Ad Un Passo"
"Enable Onepage Checkout","Abilita Onepage Checkout"
"Enable Terms and Conditions","Abilita Termini e Condizioni"
"Enter discount code","Inserisci codice sconto"
"Enter promo code","Inserisci il codice promozionale"
"Estimate","Stima"
"Estimate Shipping and Tax","Stima spedizione e tasse"
"Excl. Tax","Tasse Escluse"
"Failed to save billing address. Please try again.","Impossibile salvare l'indirizzo di fatturazione. Riprova."
"Fax","Fax"
"Forgot your password?","Hai dimenticato la password?"
"Get list of available payment methods","Ottieni l'elenco dei metodi di pagamento disponibili"
"Get list of available shipping methods","Ottieni un elenco dei metodi di spedizione disponibili"
"Get list of products in shopping cart","Ottieni un elenco dei prodotti nel carrello"
"Get terms and conditions","Ottieni termini e condizioni"
"Get total prices for shopping cart","Ottieni i prezzi totali per il carrello"
"Gift card ""%s"" was removed.","La carta regalo ""%s"" è stata rimossa."
"Gift Card:","Gift Card:"
"Gift Message","Messaggio Regalo"
"Grouped Product Image","Immagine Del Prodotto Raggruppata"
"Have an account?","Hai un account?"
"HTML","HTML"
"ID","ID"
"If customer accounts are disabled in the frontend, guest checkout must remain enabled.","Se gli account clienti sono disabilitati nel frontend, il checkout degli ospiti deve rimanere attivo."
"Incl. Tax","Tasse Incl."
"Invalid data.","Dati non validi."
"Invalid form key. Please refresh the page.","Chiave modulo non valida. Si prega di aggiornare la pagina."
"Invalid method: %s","Metodo non valido: %s"
"Invalid shipping method.","Metodo di spedizione non valido."
"Items","Oggetti"
"Items After","Elementi Dopo"
"Items Before","Articoli Prima"
"Item was removed successfully.","Elemento rimosso con successo."
"Item was updated successfully.","Oggetto aggiornato con successo."
"Load customer quote error","Errore di caricamento preventivo cliente"
"Loading next step...","Caricamento passo successivo..."
"Login","Accedi"
"Manage Terms and Conditions","Gestisci Termini e Condizioni"
"Mini-cart promotion block","Blocco promozione Mini-cart"
"Minimum order amount is %s","L'importo minimo dell'ordine è %s"
"Move","Sposta"
"Move to Wishlist","Sposta nella lista dei desideri"
"Move to wishlist","Sposta nella lista dei desideri"
"New Address","Nuovo Indirizzo"
"New Condition","Nuova Condizione"
"New Terms and Conditions","Nuovi Termini e Condizioni"
"No Payment Methods","Nessun Metodi Di Pagamento"
"ok","ok"
"One item of products do not have identifier or sku","Un articolo di prodotti non ha identificatore o sku"
"One item of products is not belong any of quote item","Un articolo di prodotti non appartiene ad alcun articolo di preventivo"
"One Page Checkout","Checkout Di Una Pagina"
"One Page Checkout Failure","Fallimento Checkout Di Una Pagina"
