"%1$s incl tax.","%1$s incl tax."
"* Required Fields","* Campi obbligatori"
"-- Select --","-- Seleziona --"
"Add New Option","Aggiungi nuova opzione"
"Add Selection","Add Selection"
"and","and"
"Bundle Items","Elementi del Bundle"
"Bundle Product","Bundle Product"
"Buy %1$s","Buy %1$s"
"Buy %1$s for","Buy %1$s for"
"Buy %1$s for %2$s","Buy %1$s for %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each"
"Buy %1$s with %2$s discount each","Buy %1$s with %2$s discount each"
"Catalog Product View (Bundle)","Catalog Product View (Bundle)"
"Checkbox","Casella di controllo"
"Choose a selection...","Scegliere una selezione..."
"Click for price","Clicca per il prezzo"
"Close","Chiudi"
"Default","Predefinito"
"Default Qty","Qtà predefinita"
"Default Title","Titolo predefinito"
"Drop-down","Dropdown"
"Dynamic","Dinamico"
"each","each"
"Excl. Tax","Tasse escl."
"Excl. Tax:","Excl. Tax:"
"Fixed","Fisso"
"From","Dal"
"From:","Da:"
"Gift Message","Messaggio regalo"
"Incl. Tax","Tasse incl."
"Incl. Tax:","Incl. Tax:"
"Input Type","Tipo di input"
"Is Required","È obbligatorio"
"Message:","Messaggio:"
"Multiple Select","Selezione multipla"
"N/A","N/D"
"None","Nessuno"
"No options of this product are available.","Nessuna opzione di questo prodotto è disponibile."
"Percent","Percentuale"
"Percent Discount","Percentuale sconto"
"Please enter a number greater 0 in this field.","Inserire un numero maggiore di 0 in questo campo."
"Please enter search conditions to view products.","Please enter search conditions to view products."
"Please select options for product.","Please select options for product."
"Please Select Products to Add","Seleziona i prodotti da aggiungere"
"Please specify product option(s).","Specificare le opzioni del prodotto."
"Position","Posizione"
"Price as configured","Price as configured"
"Price Range","Fascia di prezzo"
"Price Type","Tipo di prezzo"
"Qty:","Qtà:"
"Radio Buttons","Pulsanti di opzione"
"Required options are not selected.","Required options are not selected."
"save","salva"
"Selected required options are not available.","Selected required options are not available."
"Separately","Separatamente"
"Ship Bundle Items","Spedizione prodotti Bundle"
"Shipment","Spedizione"
"SKU","Cod.Art."
"Store View Title","Titolo vista negozio"
"There is no defined renderer for ""%s"" option type.","There is no defined renderer for ""%s"" option type."
"This product is also part of bundle(s)","This product is also part of bundle(s)"
"To","Al"
"To:","A:"
"Together","Insieme"
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Use Default Value","Usa il valore predefinito"
"User Defined Qty","User Defined Qty"
