"%s's Wishlist","%s's Wishlist"
"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Products","%s - Special Products"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s RSS Feed","%s RSS Feed"
"Admin Catalog","Admin Catalog"
"Admin Order","Admin Order"
"Cannot retrieve the wishlist","Cannot retrieve the wishlist"
"Catalog","Catalogo"
"Category Feeds","Category Feeds"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
"Click for price","Clicca per il prezzo"
"Comment: %s<br/>","Comment: %s<br/>"
"Coupons/Discounts","Coupon/Sconti"
"Current Status: %s<br/>","Current Status: %s<br/>"
"Customer Name: %s","Customer Name: %s"
"Customer Order Notification","Customer Order Notification"
"Customer Order Status Notification","Notifica cliente sullo status dell'ordine"
"Details for %s #%s","Details for %s #%s"
"Discount","Sconto"
"Discount (%s)","Discount (%s)"
"Enable RSS","Abilita RSS"
"Enabling can increase security risk by exposing some order details.","Enabling can increase security risk by exposing some order details."
"Error in processing xml. %s","Error in processing xml. %s"
"From:","Da:"
"Get Feed","Ottieni Feed"
"Gift Message","Messaggio regalo"
"Grand Total","Totale complessivo"
"Low Stock Products","Prodotti con scarsa disponibilità"
"Message:","Messaggio:"
"Miscellaneous Feeds","Feed varie"
"New Order Notification","New Order Notification"
"New Order Period (days)","New Order Period (days)"
"New Orders","Nuovi ordini"
"New Products","Nuovi prodotti"
"New Products from %s","New Products from %s"
"Notified Date: %s<br/>","Notified Date: %s<br/>"
"Order","Ordine"
"Order #%s created at %s","Order #%s created at %s"
"Order # %s Notification(s)","Order # %s Notification(s)"
"Pending product review(s)","Recensioni prodotto in sospeso"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br/>","Product: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"Review: %s <br/>","Review: %s <br/>"
"Review Notification","Review Notification"
"Rss Config","Config. RSS"
"RSS Feeds","Feed RSS"
"RSS Feeds List","RSS Feeds List"
"Shipping &amp; Handling","Spedizione e gestione"
"Special Products","Prodotti a prezzo speciale"
"Stock Notification","Stock Notification"
"Store: %s <br/>","Store: %s <br/>"
"Subtotal","Subtotale"
"Summary of review: %s <br/>","Summary of review: %s <br/>"
"Tags Products","Tags Products"
"Tax","Tassa"
"There are no Rss Feeds","There are no Rss Feeds"
"To:","A:"
"Top Level Category","Categoria a livello superiore"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Lista desideri"
