"%s's Wishlist","%s's Wishlist"
"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Products","%s - Special Products"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s RSS Feed","%s RSS Feed"
"Admin Catalog","Admin Catalog"
"Admin Order","Admin Order"
"Cannot retrieve the wishlist","Cannot retrieve the wishlist"
"Catalog","Catálogo"
"Category Feeds","Category Feeds"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
"Click for price","Clique para ver o preço"
"Comment: %s<br/>","Comment: %s<br/>"
"Coupons/Discounts","Cupões/Descontos"
"Current Status: %s<br/>","Current Status: %s<br/>"
"Customer Name: %s","Customer Name: %s"
"Customer Order Notification","Customer Order Notification"
"Customer Order Status Notification","Customer Order Status Notification"
"Details for %s #%s","Details for %s #%s"
"Discount","Desconto"
"Discount (%s)","Discount (%s)"
"Enable RSS","Ativar RSS"
"Enabling can increase security risk by exposing some order details.","Enabling can increase security risk by exposing some order details."
"Error in processing xml. %s","Error in processing xml. %s"
"From:","De:"
"Get Feed","Obter Feed"
"Gift Message","Mensagem da Oferta"
"Grand Total","Preço Final"
"Low Stock Products","Produtos com Stock Baixo"
"Message:","Mensagem:"
"Miscellaneous Feeds","Feeds Diversos"
"New Order Notification","New Order Notification"
"New Order Period (days)","New Order Period (days)"
"New Orders","Novas encomendas"
"New Products","Novos Produtos"
"New Products from %s","New Products from %s"
"Notified Date: %s<br/>","Notified Date: %s<br/>"
"Order","Encomenda"
"Order #%s created at %s","Order #%s created at %s"
"Order # %s Notification(s)","Order # %s Notification(s)"
"Pending product review(s)","Avaliações de produto pendentes"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br/>","Product: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"Review: %s <br/>","Review: %s <br/>"
"Review Notification","Review Notification"
"Rss Config","Configuração Rss"
"RSS Feeds","Feeds RSS"
"RSS Feeds List","RSS Feeds List"
"Shipping &amp; Handling","Shipping &amp; Handling"
"Special Products","Produtos Especiais"
"Stock Notification","Stock Notification"
"Store: %s <br/>","Store: %s <br/>"
"Subtotal","Sub-total"
"Summary of review: %s <br/>","Summary of review: %s <br/>"
"Tags Products","Tags Products"
"Tax","Taxa"
"There are no Rss Feeds","There are no Rss Feeds"
"To:","Para:"
"Top Level Category","Categoria de Topo"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Lista de desejos"
