"%s %s cycle.","%s %s cycle."
"* Required Fields","* Campos Obrigatórios"
"--Please Select--","-- Por favor escolha uma opção --"
"3D Secure Card Validation","3D Secure Card Validation"
"<label>Make Check payable to:</label> %s","<label>Make Check payable to:</label> %s"
"Action","Ação"
"Add New Restriction","Add New Restriction"
"Allow Initial Fee Failure","Allow Initial Fee Failure"
"An internal reference ID is required to save the payment profile.","An internal reference ID is required to save the payment profile."
"Apply the restriction only if the following conditions are met (leave blank for all)","Apply the restriction only if the following conditions are met (leave blank for all)"
"Are you sure?","Tem a certeza?"
"Authorize action is not available.","Authorize action is not available."
"Auto Bill on Next Cycle","Auto Bill on Next Cycle"
"Automatically bill the outstanding balance amount in the next billing cycle (if there were failed payments).","Automatically bill the outstanding balance amount in the next billing cycle (if there were failed payments)."
"Automatically Invoice All Items","Automatically Invoice All Items"
"A value is required for live mode. Refer to your CardinalCommerce agreement.","A value is required for live mode. Refer to your CardinalCommerce agreement."
"Bank Transfer Payment","Pagamento por Transferência Bancária"
"Billing Agreement status is not set.","Billing Agreement status is not set."
"Billing Amount","Billing Amount"
"Billing Frequency","Billing Frequency"
"Billing Period","Billing Period"
"Billing Period Unit","Billing Period Unit"
"Billing period unit is not defined or wrong.","Billing period unit is not defined or wrong."
"Cannot retrieve the payment info model object.","Cannot retrieve the payment info model object."
"Cannot retrieve the payment information object instance.","Cannot retrieve the payment information object instance."
"Cannot retrieve the payment method code.","Cannot retrieve the payment method code."
"Cannot retrieve the payment method model object.","Cannot retrieve the payment method model object."
"Capture action is not available.","Capture action is not available."
"Card Verification Number","Número de verificação de cartão"
"Cart Attribute","Atributo do Carrinho"
"Cash On Delivery Payment","Pagamento Contra Entrega"
"Change status","Alterar estado"
"Check / Money Order","Encomenda por Cheque / Dinheiro"
"Conditions","Condições"
"Conditions Combination","Combinação de Condições"
"Countries","Countries"
"Created At","Criado em"
"Credit Card Number","Número de cartão de crédito"
"Credit card number mismatch with credit card type.","Credit card number mismatch with credit card type."
"Credit Card Type","Tipo de cartão de crédito"
"Credit card type is not allowed for this payment method.","O tipo de cartão de crédito não é permitido para este método de pagamento."
"Credit Card Types","Tipos de Cartão de Crédito"
"Currency","Moeda"
"Currency code is undefined.","Currency code is undefined."
"Customer Groups","Grupos de Clientes"
"Customer ID is not set.","Customer ID is not set."
"Day","Dia"
"Debug Mode","Modo Debug"
"Delete Restriction","Delete Restriction"
"Description","Descrição"
"Edit","Editar"
"Edit Restriction","Edit Restriction"
"Edit Restriction '%s'","Edit Restriction '%s'"
"Enabled","Ativo"
"equals or greater than","superior ou igual a"
"equals or less than","inferior ou igual a"
"Expiration Date","Data de validade"
"FOUND","ENCONTRADO"
"Full name of the person receiving the product or service paid for by the recurring payment.","Full name of the person receiving the product or service paid for by the recurring payment."
"General Information","Informação Geral"
"greater than","superior a"
"If %s %s %s for a subselection of items in cart matching %s of these conditions:","If %s %s %s for a subselection of items in cart matching %s of these conditions:"
"If an item is %s in the cart with %s of these conditions true:","If an item is %s in the cart with %s of these conditions true:"
"Incorrect credit card expiration date.","Data de validade de cartão de crédito incorrecto."
"Initial Fee","Initial Fee"
"Initial non-recurring payment amount due immediately upon profile creation.","Initial non-recurring payment amount due immediately upon profile creation."
"Instructions","Instruções"
"Internal Reference ID","Internal Reference ID"
"Invalid Credit Card Number","Número de Cartão de Crédito Inválido"
"is","está"
"is not","não está"
"Issue Number","Número de Emissão"
"less than","inferior a"
