"%1$s incl tax.","%1$s incl tax."
"* Required Fields","* Campos Obrigatórios"
"-- Select --","-- Seleccione --"
"Add New Option","Adicionar Nova Opção"
"Add Selection","Add Selection"
"and","and"
"Bundle Items","Items do pacote"
"Bundle Product","Bundle Product"
"Buy %1$s","Buy %1$s"
"Buy %1$s for","Buy %1$s for"
"Buy %1$s for %2$s","Buy %1$s for %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each"
"Buy %1$s with %2$s discount each","Buy %1$s with %2$s discount each"
"Catalog Product View (Bundle)","Catalog Product View (Bundle)"
"Checkbox","Caixa de seleção"
"Choose a selection...","Selecione uma opção..."
"Click for price","Clique para ver o preço"
"Close","Fechar"
"Default","Pré-definido"
"Default Qty","Qtd Pré-definida"
"Default Title","Título por Omissão"
"Drop-down","Menu"
"Dynamic","Dinâmico"
"each","each"
"Excl. Tax","Excluindo impostos"
"Excl. Tax:","Excl. Tax:"
"Fixed","Fixo"
"From","De"
"From:","De:"
"Gift Message","Mensagem da Oferta"
"Incl. Tax","Imposto incl."
"Incl. Tax:","Incl. Tax:"
"Input Type","Tipo de input"
"Is Required","É Necessário"
"Message:","Mensagem:"
"Multiple Select","Seleção Múltipla"
"N/A","N/D"
"None","Nenhum"
"No options of this product are available.","Nenhuma das opções deste produto está disponível."
"Percent","Por cento"
"Percent Discount","Disconto de Percentagem"
"Please enter a number greater 0 in this field.","Por favor insira um número superior a 0 neste campo."
"Please enter search conditions to view products.","Please enter search conditions to view products."
"Please select options for product.","Please select options for product."
"Please Select Products to Add","Please Select Products to Add"
"Please specify product option(s).","Por favor escolha a configuração do produto."
"Position","Posição"
"Price as configured","Price as configured"
"Price Range","Intervalo de Preços"
"Price Type","Tipo de Preço"
"Qty:","Qty:"
"Radio Buttons","Botões de radio"
"Required options are not selected.","Required options are not selected."
"save","save"
"Selected required options are not available.","Selected required options are not available."
"Separately","Separadamente"
"Ship Bundle Items","Enviar Produtos de Pack"
"Shipment","Expedição"
"SKU","REF"
"Store View Title","Título da Vista de Loja"
"There is no defined renderer for ""%s"" option type.","There is no defined renderer for ""%s"" option type."
"This product is also part of bundle(s)","This product is also part of bundle(s)"
"To","Para"
"To:","Para:"
"Together","Em conjunto"
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Use Default Value","Usar o Valor Pré-definido"
"User Defined Qty","User Defined Qty"
