"%s and greater","%s and greater"
"<strong>%d item(s)</strong> were found using the following search criteria","<strong>%d item(s)</strong> were found using the following search criteria"
"Advanced Search","Pesquisa Avançada"
"Advanced Search Form","Advanced Search Form"
"Advanced Search Result","Advanced Search Result"
"All","Todos"
"Applies for ""Like"" search type only.","Applies for ""Like"" search type only."
"Apply Layered Navigation if Search Results are Less Than","Apply Layered Navigation if Search Results are Less Than"
"Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process.","Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process."
"Autogenerated Site Map","Autogenerated Site Map"
"Catalog Advanced Search","Pesquisa Avançada de Catálogo"
"Catalog Search","Pesquisar no Catálogo"
"Catalog Search Index","Catalog Search Index"
"Categories","Categorias"
"Don't see what you're looking for?","Não encontra o que procura?"
"Enable Category Search in Autosuggest","Enable Category Search in Autosuggest"
"Enter ""0"" to enable layered navigation for any number of results.","Enter ""0"" to enable layered navigation for any number of results."
"Fulltext Separator","Fulltext Separator"
"Go to Home Page","Ir para Página Inicial"
"Grid","Grelha"
"Home","Início"
"List","Lista"
"Maximum Categories in Autosuggest","Maximum Categories in Autosuggest"
"Maximum Query Length","Comprimento Máximo da Pesquisa"
"Maximum Query Words Count","Maximum Query Words Count"
"Maximum Search query length is %s. Your query was cut.","Maximum Search query length is %s. Your query was cut."
"Maximum words count is %1$s. In your search query was cut next part: %2$s.","Maximum words count is %1$s. In your search query was cut next part: %2$s."
"Minimal Query Length","Comprimento Mínimo da Pesquisa"
"Minimum Search query length is %s","Minimum Search query length is %s"
"Modify your search","Modify your search"
"No","Não"
"No items were found using the following search criteria.","No items were found using the following search criteria."
"Please specify at least one search term.","Please specify at least one search term."
"Popular Search Terms","Pesquisas Populares"
"Products","Produtos"
"Quick Search Form","Quick Search Form"
"Rebuild Catalog product fulltext search index","Reconstruir o índice de pesquisa de texto do produto do catálogo"
"Redirect to product page if search generates one result","Redirect to product page if search generates one result"
"Relevance","Relevância"
"Results","Resultados"
"Search","Pesquisa"
"Search:","Search:"
"Search entire store here...","Pesquise toda a loja aqui..."
"Search results for '%s'","Search results for '%s'"
"Search results for: '%s'","Search results for: '%s'"
"Search Settings","Definições de Pesquisa"
"Search Terms","Termos de Pesquisa"
"Search Type","Search Type"
"Show Autocomplete Results Count","Show Autocomplete Results Count"
"Specified date is invalid.","Specified date is invalid."
"Subscribe to Feed","Subscribe to Feed"
"up to %s","up to %s"
"View all %s results","View all %s results"
"Yes","Sim"
"Your search returns no results.","Your search returns no results."
