"%s %s cycle.","%s %s cycle."
"* Required Fields","* Verplichte velden"
"--Please Select--","--Maak een keuze--"
"3D Secure Card Validation","3D Secure Card Validation"
"<label>Make Check payable to:</label> %s","<label>Make Check payable to:</label> %s"
"Action","Actie"
"Add New Restriction","Add New Restriction"
"Allow Initial Fee Failure","Allow Initial Fee Failure"
"An internal reference ID is required to save the payment profile.","An internal reference ID is required to save the payment profile."
"Apply the restriction only if the following conditions are met (leave blank for all)","Apply the restriction only if the following conditions are met (leave blank for all)"
"Are you sure?","Weet u het zeker?"
"Authorize action is not available.","Authorize action is not available."
"Auto Bill on Next Cycle","Auto Bill on Next Cycle"
"Automatically bill the outstanding balance amount in the next billing cycle (if there were failed payments).","Automatically bill the outstanding balance amount in the next billing cycle (if there were failed payments)."
"Automatically Invoice All Items","Automatically Invoice All Items"
"A value is required for live mode. Refer to your CardinalCommerce agreement.","A value is required for live mode. Refer to your CardinalCommerce agreement."
"Bank Transfer Payment","Bankoverschrijving"
"Billing Agreement status is not set.","Billing Agreement status is not set."
"Billing Amount","Billing Amount"
"Billing Frequency","Billing Frequency"
"Billing Period","Billing Period"
"Billing Period Unit","Billing Period Unit"
"Billing period unit is not defined or wrong.","Billing period unit is not defined or wrong."
"Cannot retrieve the payment info model object.","Cannot retrieve the payment info model object."
"Cannot retrieve the payment information object instance.","Cannot retrieve the payment information object instance."
"Cannot retrieve the payment method code.","Cannot retrieve the payment method code."
"Cannot retrieve the payment method model object.","Cannot retrieve the payment method model object."
"Capture action is not available.","Capture action is not available."
"Card Verification Number","Verificatienummer"
"Cart Attribute","Winkelwagen-attribuut"
"Cash On Delivery Payment","Betalen bij levering"
"Change status","Verander status"
"Check / Money Order","Betaling door middel van Overboeking"
"Conditions","Voorwaarden"
"Conditions Combination","Voorwaardencombinatie"
"Countries","Countries"
"Created At","Aangemaakt Op"
"Credit Card Number","Kredietkaartnummer"
"Credit card number mismatch with credit card type.","Credit card number mismatch with credit card type."
"Credit Card Type","Kredietkaart type"
"Credit card type is not allowed for this payment method.","Deze creditcard is niet toegestaan voor deze betaalwijze."
"Credit Card Types","Kredietkaart types"
"Currency","Valuta"
"Currency code is undefined.","Currency code is undefined."
"Customer Groups","Klantengroepen"
"Customer ID is not set.","Customer ID is not set."
"Day","Dag"
"Debug Mode","Debugmodus"
"Delete Restriction","Delete Restriction"
"Description","Omschrijving"
"Edit","Bewerken"
"Edit Restriction","Edit Restriction"
"Edit Restriction '%s'","Edit Restriction '%s'"
"Enabled","Ingeschakeld"
"equals or greater than","gelijk aan of groter dan"
"equals or less than","gelijk aan of minder dan"
"Expiration Date","Vervaldatum"
"FOUND","GEVONDEN"
"Full name of the person receiving the product or service paid for by the recurring payment.","Full name of the person receiving the product or service paid for by the recurring payment."
"General Information","Algemene informatie"
"greater than","groter dan"
"If %s %s %s for a subselection of items in cart matching %s of these conditions:","If %s %s %s for a subselection of items in cart matching %s of these conditions:"
"If an item is %s in the cart with %s of these conditions true:","If an item is %s in the cart with %s of these conditions true:"
"Incorrect credit card expiration date.","Onjuiste vervaldatum van creditcard."
"Initial Fee","Initial Fee"
"Initial non-recurring payment amount due immediately upon profile creation.","Initial non-recurring payment amount due immediately upon profile creation."
"Instructions","Instructies"
"Internal Reference ID","Internal Reference ID"
"Invalid Credit Card Number","Ongeldig credit card nummer"
"is","is"
"is not","is niet"
"Issue Number","Uitgiftenummer"
"less than","kleiner dan"
"Make Check Payable to","Maak overboeking naar:"
"Make Check payable to:","Maak overboeking naar:"
"Make Check payable to: %s","Make Check payable to: %s"
"Maximum Billing Cycles","Maximum Billing Cycles"
"Maximum Order Total","Maximum orderbedrag"
"Maximum Payment Failures","Maximum Payment Failures"
"Maximum Trial Billing Cycles","Maximum Trial Billing Cycles"
"Minimum Order Total","Minimum orderbedrag"
"Month","Maand"
"N/A","n.v.t."
"Name","Naam"
"Name on Card","Name on Card"
"Name on the Card","Name on the Card"
"New Order Status","Nieuwe orderstatus"
"New Restriction","New Restriction"
"NOT FOUND","NIET GEVONDEN"
"Number of billing periods that make up one billing cycle.","Number of billing periods that make up one billing cycle."
"Number of Complete Orders","Number of Complete Orders"
"Order action is not available.","Order action is not available."
"Password","Wachtwoord"
"Payment from Applicable Countries","Betaling van toepasselijke landen"
"Payment from Specific Countries","Betaling van Specifieke Landen"
"Payment Method","Betaalmethode"
"Payment method code is not set.","Payment method code is not set."
"Payment method code is undefined.","Payment method code is undefined."
"Payment Methods","Betaalmethodes"
"Payment profile is invalid:\n%s","Payment profile is invalid:\n%s"
"Payment Reference ID","Payment Reference ID"
"Payment Restrictions","Payment Restrictions"
"Payment Services","Betaalservices"
"Period frequency is wrong.","Period frequency is wrong."
"Please choose a condition to add.","Kies een voorwaarde om toe te voegen."
"Please enter a valid credit card verification number.","Geef a. u. b. een geldig credit card verificatie nummer op."
"Please select restriction(s).","Please select restriction(s)."
"Product Attribute","Product-attribuut"
"Product attribute combination","Combinatie van productattributen"
"Product Categories","Productcategorieën"
"Products subselection","Subselectie producten"
"Purchase Order","Inkooporder"
"Purchase Order Number","Inkoopordernummer"
"Purchase Order Number:","Purchase Order Number:"
"Purchase Order Number: %s","Purchase Order Number: %s"
"Recurring Profile Start Date","Recurring Profile Start Date"
"Recurring profile start date has invalid format.","Recurring profile start date has invalid format."
"Reference ID is not set.","Reference ID is not set."
"Refund action is not available.","Refund action is not available."
"Repeats %s time(s).","Repeats %s time(s)."
"Repeats until suspended or canceled.","Repeats until suspended or canceled."
"Save Restriction","Save Restriction"
"Schedule Description","Schedule Description"
"Schedule description must be not empty.","Schedule description must be not empty."
"Selected payment type is not allowed for billing country.","Geselecteerde betaalmethode is niet toegestaan voor het land geselecteerd bij het factuuradres."
"Send Check to","Maak overboeking naar"
"Send Check to:","Maak overboeking naar:"
"Severe 3D Secure Card Validation","Severe 3D Secure Card Validation"
"Severe validation removes chargeback liability on merchant.","Severe validation removes chargeback liability on merchant."
"Shipping Amount","Afleverbedrag"
"Shipping Country","Land afleveradres"
"Shipping Method","Verzendmethode"
"Shipping Postcode","Postcode afleveradres"
"Shipping Region","Regio afleveradres"
"Shipping State/Province","Provincie afleveradres"
"Short description of the recurring payment. By default equals to the product name.","Short description of the recurring payment. By default equals to the product name."
