"%s's Wishlist","%s's Wishlist"
"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Products","%s - Special Products"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s RSS Feed","%s RSS Feed"
"Admin Catalog","Admin Catalog"
"Admin Order","Admin Order"
"Cannot retrieve the wishlist","Cannot retrieve the wishlist"
"Catalog","Catalogus"
"Category Feeds","Category Feeds"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
"Click for price","Klik voor de prijs"
"Comment: %s<br/>","Comment: %s<br/>"
"Coupons/Discounts","Kortingsbonnen/kortingen"
"Current Status: %s<br/>","Current Status: %s<br/>"
"Customer Name: %s","Customer Name: %s"
"Customer Order Notification","Customer Order Notification"
"Customer Order Status Notification","Melding bestelstatus van klant"
"Details for %s #%s","Details for %s #%s"
"Discount","Korting"
"Discount (%s)","Discount (%s)"
"Enable RSS","RSS inschakelen"
"Enabling can increase security risk by exposing some order details.","Enabling can increase security risk by exposing some order details."
"Error in processing xml. %s","Error in processing xml. %s"
"From:","Van:"
"Get Feed","Feed opvragen"
"Gift Message","Cadeau-bericht"
"Grand Total","Eindtotaal"
"Low Stock Products","Producten met weinig voorraad"
"Message:","Bericht:"
"Miscellaneous Feeds","Diverse Feeds"
"New Order Notification","New Order Notification"
"New Order Period (days)","New Order Period (days)"
"New Orders","Nieuwe bestellingen"
"New Products","Nieuwe producten"
"New Products from %s","New Products from %s"
"Notified Date: %s<br/>","Notified Date: %s<br/>"
"Order","Bestelling"
"Order #%s created at %s","Order #%s created at %s"
"Order # %s Notification(s)","Order # %s Notification(s)"
"Pending product review(s)","Te beoordelen productreview(s)"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br/>","Product: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"Review: %s <br/>","Review: %s <br/>"
"Review Notification","Review Notification"
"Rss Config","RSS configuratie"
"RSS Feeds","RSS feeds"
"RSS Feeds List","RSS Feeds List"
"Shipping &amp; Handling","Aflevering &amp; Verwerking"
"Special Products","Speciale producten"
"Stock Notification","Stock Notification"
"Store: %s <br/>","Store: %s <br/>"
"Subtotal","Subtotaal"
"Summary of review: %s <br/>","Summary of review: %s <br/>"
"Tags Products","Tags Products"
"Tax","BTW"
"There are no Rss Feeds","There are no Rss Feeds"
"To:","Aan:"
"Top Level Category","Top level categorie"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Verlanglijst"
