"%d items","%d items"
"-- Please Select --","-- Selecteer --"
"Actions","acties"
"Add Layout Update","Lay-out update toevoegen"
"Add New Widget Instance","Voeg een nieuwe widget toe"
"All","Allemaal"
"All Pages","Alle pagina's"
"All Product Types","Alle producttypes"
"Anchor Categories","Verankerde categorieën"
"An error occurred during POST data validation: %s","Er is een fout opgetreden tijdens POST data validatie: %s"
"An error occurred during saving a widget: %s","Er is een fout opgetreden tijdens het opslaan van een widget: %s"
"Apply","Toepassen"
"Assign to Store Views","Toewijzen aan Winkelaanzichten"
"Big Image","Grote afbeelding"
"Block Reference","Blok referentie"
"Categories","Categoriechar@@0n"
"Choose...","Kiezen..."
"Close","Afsluiten"
"CMS","CMS"
"Continue","Doorgaan"
"Default Template","Standaard sjabloon"
"Delete","Verwijderen"
"Design Package/Theme","Ontwerp pakket/thema"
"Error occurs during loading chooser.","Fout opgetreden tijdens het laden kiezer."
"Export to:","Exporteren naar:"
"Frontend Properties","Eigenschappen website"
"Generic Pages","Generieke pagina's"
"Go to Next page","Ga naar de volgende pagina"
"Go to Previous page","Ga naar de vorige pagina"
"Images","Afbeeldingen"
"Insert Widget...","Insert Widget..."
"Items per page","Items per pagina"
"Layout Updates","Lay-out updates"
"Manage Widget Instances","Beheer Widget instanties"
"New Instance","Nieuwe instantie"
"New Widget Instance","Nieuwe widget instantie"
"Next page","Volgende pagina"
"Non-Anchor Categories","Niet verankerde categorieën"
"Not Selected","Niet geselecteerd"
"of %s","van %s"
"Open Chooser","Kiezer openen"
"Page","Pagina"
"per page","per pagina"
"Please Select Block Reference First","Selecteer eerst Blok Referentie"
"Previous page","Vorige pagina"
"Products","Product(en)"
"Remove Layout Update","Verwijder lay-out update"
"Save and Continue Edit","Opslaan en doorgaan met bewerken"
"Select All","Alles selecteren"
"selected","Geselecteerd"
"Settings","Instellingen"
"Sort Order","Sorteren bestelling"
"Sort Order of widget instances in the same block reference","Sorteervolgorde van widget instanties in dezelfde blokreferentie"
"Specific %s","Specifieke %s"
"Specified Page","Opgegeven pagina"
"Template","Sjabloon"
"The information in this tab has been changed.","De informatie in dit tabblad is gewijzigd."
"The widget instance has been deleted.","De widget is succesvol verwijderd."
"The widget instance has been saved.","De widget is opgeslagen"
"This tab contains invalid data. Please solve the problem before saving.","Dit tabblad bevat ongeldige gegevens. Los het probleem op voordat u opslaat."
"Thumbnail","Thumbnail"
"Type","Type"
"View","Bekijken"
"Widget","Widget"
"Widget ""%s""","Widget ""%s"""
"Widget ID","Widget ID"
"Widget Instance","Widget instantie"
"Widget instance is not full complete to create.","Widget-instantie is niet volledig compleet om aan te maken."
"Widget Instance Title","Widget instantie-titel"
"Widget Options","Widget opties"
"Widgets","Widgets"
"Widget Type","Widget type"
"Widget Type is not specified","Widget type is niet opgegeven"
"Wrong widget instance specified.","Verkeerde widget gespecificeerd"
