"%s role is a special one and can't be changed.","%s role is a special one and can't be changed."
"%s role is a special one and can't be deleted.","%s role is a special one and can't be deleted."
"%s role is protected.","%s role is protected."
"ACL Attribute Rules","ACL Attribute Rules"
"ACL Attributes Information","ACL Attributes Information"
"Add","Hinzufügen"
"Add Admin Role","Add Admin Role"
"Add New Role","Neue Rolle hinzufügen"
"Address Type","Adresstyp"
"Admin","Administrator"
"Allow","Erlauben"
"An error occurred while deleting the role.","An error occurred while deleting the role."
"An error occurred while saving attribute rules.","An error occurred while saving attribute rules."
"An error occurred while saving role.","An error occurred while saving role."
"Api Rules Information","Api Rules Information"
"Assigned","Zugewiesen"
"Associate to Website","Associate to Website"
"Attribute Rules Information","Attribute Rules Information"
"Attributes","Attribute"
"Attribute Set","Attribut-Set"
"Automatically Return Credit Memo Item to Stock","Erzeuge automatische Gutschrift wenn Artikel zurück in Lager geht"
"Back","Zurück"
"Backorders","Rückstand"
"Base Currency","Basiswährung"
"Base Customer Balance","Base Customer Balance"
"Base Discount","Base Discount"
"Base Discount Amount","Base Discount Amount"
"Base Item Subtotal","Base Item Subtotal"
"Base Item Subtotal Including Tax","Base Item Subtotal Including Tax"
"Base Original Price","Base Original Price"
"Base Price","Base Price"
"Base Price Including Tax","Base Price Including Tax"
"Base Shipping","Base Shipping"
"Base Shipping Discount","Base Shipping Discount"
"Base Shipping Tax","Base Shipping Tax"
"Base Subtotal","Base Subtotal"
"Base Subtotal Including Tax","Base Subtotal Including Tax"
"Base Tax Amount","Base Tax Amount"
"Base Total Due","Base Total Due"
"Base Total Paid","Base Total Paid"
"Base Total Refunded","Base Total Refunded"
"Buy Now URL","Buy Now URL"
"Can Be Divided into Multiple Boxes for Shipping","Can Be Divided into Multiple Boxes for Shipping"
"Canceled Qty","Canceled Qty"
"Catalog","Katalog"
"CatalogInventory","CatalogInventory"
"Catalog Product","Catalog Product"
"Category ID","Kategorie ID "
"City","Stadt"
"Company","Firma"
"Country","Land"
"Coupon Code","Rabattcode"
"Create","Anlegen"
"Created From","Created From"
"Create Permanent Redirect for old URL","Permanente Weiterleitung (301) für die alte URL anlegen"
"Customer","Kunde"
"Customer Address","Kundenadresse"
"Customer Address ID","Customer Address ID"
"Customer Balance","Customer Balance"
"Customer First Name","Vorname des Kunden"
"Customer ID","Kunden-ID"
"Customer Last Name","Nachname des Kunden"
"Customer Middle Name","Customer Middle Name"
"Customer Prefix","Customer Prefix"
"Customer Suffix","Customer Suffix"
"Default Image","Default Image"
"Delete","Löschen"
"Deny","Verbieten"
"Disable automatic group change based on VAT ID","Disable automatic group change based on VAT ID"
"Discount","Rabatt"
"Discount Amount","Rabattbetrag"
"Discount Description","Discount Description"
"Edit","Bearbeiten"
"Edit %s ACL attribute rules","Edit %s ACL attribute rules"
"Edit attribute rules for %s Role","Edit attribute rules for %s Role"
"Edit Role","Rolle bearbeiten"
"Email","E-Mail"
"Enable Qty Increments","Mengenerhöhungen aktivieren"
"Exclude","Ausschließen"
"File Content","File Content"
"File MIME Type","File MIME Type"
"File Name","Dateiname"
"Final Price Without Tax","Final Price Without Tax"
"Final Price With Tax","Final Price With Tax"
"First Name","Vorname"
"Gift Message","Geschenknachricht"
"Grand Total","Gesamtsumme"
"Grand Total to Be Charged","Gesamtsumme zu zahlen"
"Group","Gruppe"
"Guest","Gast"
"Has Custom Options","Has Custom Options"
"ID","Id"
"Inventory Data","Inventory Data"
"Invoiced Qty","Invoiced Qty"
"Is Confirmed","Is Confirmed"
"Is Default Billing Address","Is Default Billing Address"
"Is Default Shipping Address","Is Default Shipping Address"
"Item ID","Item ID"
"Item Subtotal","Item Subtotal"
"Item Subtotal Including Tax","Item Subtotal Including Tax"
"Label","Bezeichnung"
"Last Logged In","Last Logged In"
"Last Name","Nachname"
"Low Stock Date","Low Stock Date"
"Manage Stock","Lagerbestand verwalten"
"Maximum Qty Allowed in Shopping Cart","Maximal erlaubte Menge im Warenkorb"
"Minimum Qty Allowed in Shopping Cart","Minimal erlaubte Menge im Warenkorb"
"New Role","Neue Rolle"
"Notify for Quantity Below","Benachrichtigung bei Menge unter"
"OAuth","OAuth"
"Order","Bestellung"
"Order Addresses","Order Addresses"
"Order Comments","Kommentare zur Bestellung"
"Order Currency","Order Currency"
"Order Date","Bestelldatum"
"Ordered Qty","Ordered Qty"
"Order ID","Bestellnummer"
"Order ID (internal)","Order ID (internal)"
"Order Item ID","Order Item ID"
"Order Items","Order Items"
"Orders","Bestellungen"
"Order Status","Bestellstatus"
"Original Price","Originalpreis"
"Parent Order Item ID","Parent Order Item ID"
"Payment Method","Zahlungsart"
"Phone Number","Telefonnummer"
"Placed from IP","Erstellt über IP"
"Please enter a valid number in ""max_sale_qty"" field","Please enter a valid number in ""max_sale_qty"" field"
"Please enter a valid number in ""min_qty"" field","Please enter a valid number in ""min_qty"" field"
"Please enter a valid number in ""min_sale_qty"" field","Please enter a valid number in ""min_sale_qty"" field"
