"%s-%s of %s","%s-%s of %s"
"%s - Go to Home Page","%s - Go to Home Page"
"%s Item(s)","%s Item(s)"
"-- Please Select --","-- Bitte wählen --"
"-- Use Default --","-- Use Default --"
"1 column","1 Spalte"
"2 columns with left bar","2 Spalten mit linker Spalte"
"2 columns with right bar","2 Spalten mit rechter Spalte"
"3 columns","3 Spalten"
"Account","Konto"
"All Empty Layout Pages","All Empty Layout Pages"
"All Minimal Layout Pages","All Minimal Layout Pages"
"All One-Column Layout Pages","All One-Column Layout Pages"
"Allow","Erlauben"
"All Pages","Alle Seiten"
"All Pages (Print Version)","All Pages (Print Version)"
"All Rights Reserved.","All Rights Reserved."
"All Three-Column Layout Pages","All Three-Column Layout Pages"
"All Two-Column Layout Pages (Left Column)","All Two-Column Layout Pages (Left Column)"
"All Two-Column Layout Pages (Right Column)","All Two-Column Layout Pages (Right Column)"
"Breadcrumbs","Breadcrumbs"
"Click <a href=""%s"">here</a> if nothing has happened","Click <a href=""%s"">here</a> if nothing has happened"
"Close","Schließen"
"Close Window","Fenster schließen"
"CMS Block","CMS Block"
"Custom Text","Custom Text"
"Default Description","Default Description"
"Demo Store Notice CMS Block","Demo Store Notice CMS Block"
"Demo Store Notice Text","Demo Store Notice Text"
"Deprecated: Use SVG or srcset","Deprecated: Use SVG or srcset"
"Disabled","Deaktiviert"
"Empty","Zeige"
"Interface Language","Interface Language"
"Leave empty to use the default text.","Leave empty to use the default text."
"Left Column","Linke Spalte"
"Left Column First (shows above main column on smaller screens)","Left Column First (shows above main column on smaller screens)"
"Logo Height (in px)","Logo Height (in px)"
"Logo Width (in px)","Logo Width (in px)"
"Main Content Area","Main Content Area"
"Main Navigation","Main Navigation"
"Menu","Menü"
"Minimal","Minimal"
"Navigation Bar","Navigation Bar"
"Next","Weiter"
"Page:","Seite:"
"Page Bottom","Page Bottom"
"Page Footer","Page Footer"
"Page Header","Page Header"
"Page Top","Page Top"
"per page","pro Seite"
"Previous","Zurück"
"Primary sidebar","Primary sidebar"
"Redirecting...","Redirecting..."
"Results per page","Results per page"
"Right Column","Rechte Spalte"
"Right sidebar","Right sidebar"
"Search","Suche"
"Secondary sidebar","Secondary sidebar"
"Select Store","Store wählen"
"Select Store:","Select Store:"
"Show","Zeige"
"Skip to main content","Skip to main content"
"Store Notice","Store Notice"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","This is a demo store. Any orders placed through this store will not be honored or fulfilled."
"View All","Alle anzeigen"
"Welcome!","Welcome!"
"Welcome, %s!","Welcome, %s!"
"Your Language","Ihre Sprache"
"Your Language:","Ihre Sprache:"
