"%s role is a special one and can't be changed.","%s roll är en speciell och kan inte ändras."
"%s role is a special one and can't be deleted.","%s roll är en speciell och kan inte tas bort."
"%s role is protected.","Rollen %s är skyddad."
"ACL Attribute Rules","ACL Attributregler"
"ACL Attributes Information","ACL attribut Information"
"Add","Lägg till"
"Add Admin Role","Lägg till administratörsroll"
"Add New Role","Lägg till ny roll"
"Address Type","Adress typ"
"Admin","Administratör"
"Allow","Tillåt"
"An error occurred while deleting the role.","Ett fel inträffade när rollen skulle tas bort."
"An error occurred while saving attribute rules.","Ett fel inträffade när attributets regler skulle sparas."
"An error occurred while saving role.","Ett fel inträffade när roll skulle sparas."
"Api Rules Information","Information om Api regler"
"Assigned","Tilldelad"
"Associate to Website","Koppla till webbplats"
"Attribute Rules Information","Information om attribut"
"Attributes","Attribut"
"Attribute Set","Attributset"
"Automatically Return Credit Memo Item to Stock","Returnera automatiskt kreditnotans objekt till lagret"
"Back","Tillbaka"
"Backorders","Backorder"
"Base Currency","Basvaluta"
"Base Customer Balance","Grundläggande kundsaldo"
"Base Discount","Bas rabatt"
"Base Discount Amount","Bas rabattbelopp"
"Base Item Subtotal","Delsumma för basobjekt"
"Base Item Subtotal Including Tax","Delsumma inklusive moms"
"Base Original Price","Grundläggande ursprungligt pris"
"Base Price","Grundpris"
"Base Price Including Tax","Grundpris inklusive moms"
"Base Shipping","Bas frakt"
"Base Shipping Discount","Bas frakt rabatt"
"Base Shipping Tax","Bas frakt skatt"
"Base Subtotal","Bas delsumma"
"Base Subtotal Including Tax","Delsumma inklusive moms"
"Base Tax Amount","Grundbelopp för skatt"
"Base Total Due","Bassumma som förfaller"
"Base Total Paid","Bassumma betald"
"Base Total Refunded","Bassumma återbetald"
"Buy Now URL","Köp nu URL"
"Can Be Divided into Multiple Boxes for Shipping","Kan delas i flera lådor för frakt"
"Canceled Qty","Avbruten Antal"
"Catalog","Katalog"
"CatalogInventory","Kataloginventering"
"Catalog Product","Katalog Produkt"
"Category ID","Kategori ID"
"City","Stad"
"Company","Företag"
"Country","Land"
"Coupon Code","Kupongkod"
"Create","Skapa"
"Created From","Skapad från"
"Create Permanent Redirect for old URL","Skapa permanent omdirigering för gammal URL"
"Customer","Kund"
"Customer Address","Kundens adress"
"Customer Address ID","Kundens adress-ID"
"Customer Balance","Kund saldo"
"Customer First Name","Kundens förnamn"
"Customer ID","Kund ID"
"Customer Last Name","Kundens efternamn"
"Customer Middle Name","Kundens mellannamn"
"Customer Prefix","Kund Prefix"
"Customer Suffix","Kund Suffix"
"Default Image","Förvald bild"
"Delete","Radera"
"Deny","Neka"
"Disable automatic group change based on VAT ID","Inaktivera automatisk gruppändring baserat på momsregistreringsnummer"
"Discount","Rabatt"
"Discount Amount","Rabatt belopp"
"Discount Description","Rabatt beskrivning"
"Edit","Redigera"
"Edit %s ACL attribute rules","Redigera %s ACL-attributregler"
"Edit attribute rules for %s Role","Redigera attributregler för %s Roll"
"Edit Role","Redigera roll"
"Email","E-post"
"Enable Qty Increments","Aktivera antal ökningar"
"Exclude","Exkludera"
"File Content","Filens innehåll"
"File MIME Type","MIME-fil typ"
"File Name","Filnamn"
"Final Price Without Tax","Slutligt pris utan skatt"
"Final Price With Tax","Slutligt pris med moms"
"First Name","Förnamn"
"Gift Message","Meddelande till gåvan"
"Grand Total","Totalsumma"
"Grand Total to Be Charged","Totalsumma att debiteras"
"Group","Grupp"
"Guest","Gäst"
"Has Custom Options","Har anpassade alternativ"
"ID","ID"
"Inventory Data","Lager Data"
"Invoiced Qty","Fakturerat Antal"
"Is Confirmed","Bekräftas"
"Is Default Billing Address","Är standard faktureringsadress"
"Is Default Shipping Address","Är standard leveransadress"
"Item ID","Item ID"
"Item Subtotal","Delsumma för objekt"
"Item Subtotal Including Tax","Delsumma inklusive moms"
"Label","Etikett"
"Last Logged In","Senast inloggad"
"Last Name","Efternamn"
"Low Stock Date","Lågt lagerdatum"
"Manage Stock","Hantera lager"
"Maximum Qty Allowed in Shopping Cart","Maximalt antal tillåtna i kundvagn"
"Minimum Qty Allowed in Shopping Cart","Minsta antal tillåtna i kundvagnen"
"New Role","Ny roll"
"Notify for Quantity Below","Meddela för antal under"
"OAuth","OAuth"
"Order","Beställning"
"Order Addresses","Adresser för beställning"
"Order Comments","Kommentarer till order"
"Order Currency","Beställ valuta"
"Order Date","Datum för beställning"
"Ordered Qty","Beställt Antal"
"Order ID","Order-ID"
"Order ID (internal)","Order-ID (internt)"
"Order Item ID","Order Objekt ID"
"Order Items","Beställ objekt"
"Orders","Beställningar"
"Order Status","Orderstatus"
"Original Price","Ursprungligt pris"
"Parent Order Item ID","Överordnad order item ID"
"Payment Method","Betalningsmetod"
"Phone Number","Telefonnummer"
"Placed from IP","Placerad från IP"
"Please enter a valid number in ""max_sale_qty"" field","Ange ett giltigt nummer i fältet ""max_sale_qty"""
"Please enter a valid number in ""min_qty"" field","Ange ett giltigt nummer i fältet ""min_qty"""
"Please enter a valid number in ""min_sale_qty"" field","Ange ett giltigt nummer i fältet ""min_sale_qty"""
"Please enter a valid number in ""notify_stock_qty"" field","Ange ett giltigt nummer i fältet ""notify_stock_qty"""
"Please use numbers only in ""category_id"" field.","Använd endast siffror i fältet ""category_id""."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Använd endast siffror i fältet ""qty_increments"". Vänligen undvik mellanslag eller andra tecken som prickar eller kommatecken."
"Position","Befattning"
"Price","Pris"
"Price Including Tax","Pris inklusive moms"
"Product","Produkt"
"Product and Custom Options Name","Namn på produkt och anpassade alternativ"
"Product Category","Produkt Kategori"
"Product ID","Produkt-ID"
"Product Image","Produktbild"
"Product Type","Typ av produkt"
"Product URL","Produkt URL"
"Product Website","Produkt webbplats"
"Qty","Antal"
"Qty for Item's Status to Become Out of Stock","Antal för Föremåls status att bli slut på lager"
"Qty Increments","Ökning av antal"
"Qty Uses Decimals","Antal använder decimaler"
"Read","Läsa"
"Refunded Qty","Återbetalat antal"
"Regular Price Without Tax","Ordinarie pris utan skatt"
"Regular Price With Tax","Ordinarie pris med moms"
"REST - Attributes","REST - attribut"
"REST - Roles","ÅTERSTÄLL - Roller"
"REST ACL Attributes","REST ACL attribut"
"REST Attributes","REST attribut"
"REST Role","ÅTERSTÄLL Roll"
"REST Roles","ÅTERSTÄLL roller"
"Rest Roles","Vila roller"
"REST Roles Information","REST Roller Information"
"Retrieve","Hämta"
"Role ""%s"" no longer exists","Rollen ""%s"" finns inte längre"
"Role ""%s"" not found.","Rollen ""%s"" hittades inte."
"Role API Resources","Role API-resurser"
"Role has been deleted.","Rollen har tagits bort."
"Role Info","Rollinformation"
"Role Information","Information om roll"
"Role Name","Rollens namn"
"Roles","Roller"
"Role Users","Användare av roll"
"Salability Status","Status för försäljning"
"Sales","Försäljning"
"Save","Spara"
"Shipped Qty","Skickat Antal"
"Shipping Amount","Leveransens belopp"
"Shipping Discount","Frakt rabatt"
"Shipping Including Tax","Frakt inkl moms"
"Shipping Method","Leveranssätt"
"Shipping Tax","Frakt Moms"
"SKU","Artikelnr"
"State","Län"
"Stock Availability","Lager tillgänglighet"
"Stock ID","Lager ID"
"Stock Item","Lager objekt"
"Stock Status","Lagerstatus"
"Store Currency to Order Currency Rate","Lagra valuta för att beställa valutakurs"
"Store Name","Butikens namn"
"Street","Gata"
"Subtotal","Delsumma"
"Subtotal Including Tax","Delsumma inklusive moms"
"System","System"
"Tax Amount","Skatt belopp"
"Tax Name","Momsnamn"
"Tax Percent","Skatteprocent"
"Tax Rate","Momssats"
"The ""enable_qty_increments"" field must be set to 0 or 1.","Fältet ""enable_qty_increments"" måste vara satt till 0 eller 1."
"The ""is_decimal_divided"" field must be set to 0 or 1.","Fältet ""is_decimal_divided"" måste vara satt till 0 eller 1."
"The ""is_in_stock"" field must be set to 0 or 1.","Fältet ""is_in_stock"" måste vara satt till 0 eller 1."
"The ""is_qty_decimal"" field must be set to 0 or 1.","Fältet ""is_qty_decimal"" måste vara satt till 0 eller 1."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","Fältet ""is_qty_decimal"" måste vara 0, 1 eller 2."
"The ""manage_stock"" field must be set to 0 or 1.","Fältet ""manage_stock"" måste vara satt till 0 eller 1."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","Fältet ""stock_status_changed_auto"" måste vara satt till 0 eller 1."
"The ""use_config_backorders"" field must be set to 0 or 1.","Fältet ""use_config_backorders"" måste vara satt till 0 eller 1."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","Fältet ""use_config_enable_qty_inc"" måste vara satt till 0 eller 1."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","Fältet ""use_config_manage_stock"" måste vara satt till 0 eller 1."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","Fältet ""use_config_max_sale_qty"" måste vara satt till 0 eller 1."
"The ""use_config_min_qty"" field must be set to 0 or 1.","Fältet ""use_config_min_qty"" måste vara satt till 0 eller 1."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","Fältet ""use_config_min_sale_qty"" måste vara satt till 0 eller 1."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","Fältet ""use_config_notify_stock_qty"" måste vara satt till 0 eller 1."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","Fältet ""use_config_qty_increments"" måste vara satt till 0 eller 1."
"The attribute rules were saved.","Attributreglerna har sparats."
"The role has been saved.","Rollen har sparats."
"The role is a special one and not for assigning it to admin users.","Rollen är en speciell och inte för att tilldela den till administratörsanvändare."
"Total Due","Totalt förfallodatum"
"Total Paid","Totalt betalat"
"Total Refunded","Totalt återbetalat"
"Total Reviews Count","Totalt antal recensioner"
"Type","Typ"
"Update","Uppdatera"
"URL","URL"
"Use Config Settings for Allow Gift Message","Använd konfigurationsinställningar för att tillåta gåvomeddelande"
"Use Config Settings for Allow Gift Wrapping","Använd konfigurationsinställningar för att tillåta presentinslagning"
"Use Config Settings for Backorders","Använd konfigurationsinställningar för beställare"
"Use Config Settings for Enable Qty Increments","Använd konfigurationsinställningar för att aktivera antal ökningar"
"Use Config Settings for Manage Stock","Använd konfigurationsinställningar för Hantera Lager"
