"%s was added to your shopping cart.","%s lades till i din varukorg."
"%s was updated in your shopping cart.","%s uppdaterades i din kundvagn."
"(Excl. Tax)","(Exkl. Moms)"
"(Incl. Tax)","(Inkl. Moms)"
"* Required Fields","* Obligatoriska fält"
"Add coupon code for shopping cart","Lägg till kupongkod för varukorg"
"Add gift messages to shopping cart","Lägg till presentmeddelanden i kundvagnen"
"Additional Product Info","Ytterligare produktinformation"
"Add New Address","Lägg till ny adress"
"Add New Condition","Lägg till nytt villkor"
"Add product(s) to shopping cart","Lägg till produkt(er) i varukorgen"
"Add product to shopping cart","Lägg till produkt i varukorgen"
"Address","Adress"
"Add to Cart","Lägg till i kundvagn"
"Add to Compare","Lägg till i jämförelse"
"Add to Wishlist","Lägg till i önskelista"
"After Adding a Product Redirect to Shopping Cart","Efter att ha lagt till en produkt omdirigera i kundvagnen"
"Allow Guest Checkout","Tillåt gästkassan"
"An error occurred. Please try again.","Ett fel uppstod. Försök igen."
"An error occurred in the process of payment","Ett fel inträffade i betalningsprocessen"
"An error occurred while deleting this condition.","Ett fel inträffade vid borttagning av detta villkor."
"An error occurred while placing your order. Please try again.","Ett fel uppstod när du gjorde din beställning. Försök igen."
"An error occurred while saving this condition.","Ett fel inträffade när du sparade detta villkor."
"Apply","Tillämpa"
"Applying...","Tillämpar..."
"Are you sure you would like to remove this item from the shopping cart?","Är du säker på att du vill ta bort detta objekt från varukorgen?"
"Back","Tillbaka"
"Billing Address","Faktureringsadress"
"Billing Information","Faktureringsinformation"
"Cancel","Avbryt"
"Cannot add item to the shopping cart.","Kan inte lägga till artikeln i kundvagnen."
"Cannot add the item to shopping cart","Kan inte lägga till artikeln i varukorgen"
"Cannot add the item to shopping cart.","Kan inte lägga till artikeln i kundvagnen."
"Cannot configure product.","Kan inte konfigurera produkten."
"Cannot process the item.","Kan inte bearbeta objektet."
"Can not remove the item.","Kan inte ta bort objektet."
"Cannot remove the item.","Kan inte ta bort objektet."
"Can not save item.","Kan inte spara objekt."
"Cannot update shopping cart.","Kan inte uppdatera kundvagn."
"Cannot update the item.","Kan inte uppdatera objektet."
"Card Verification Number Visual Reference","Kortets verifieringsnummer Visuell referens"
"Cart","Kundvagn"
"Cart Item Counter","Varukorgens artikelräknare"
"Cart Product API","Varukorg Produkt API"
"Cart Subtotal:","Kundvagnens delsumma:"
"Change","Ändra"
"Change Billing Address","Ändra faktureringsadress"
"Checkbox Text","Kryssrutans text"
"Checkout","Kassa"
"Checkout Conditions","Kassan Villkor"
"Checkout Forms Extra","Kassan Formulär Extra"
"Checkout Options","Alternativ för kassan"
"Checkout Progress Wrapper","Checkout framsteg rappare"
"Checkout Terms and Conditions","Regler och villkor för kassan"
"City","Stad"
"Clear Shopping Cart","Rensa kundvagn"
"Click <a href=""%s"">here</a> to continue shopping.","Klicka på <a href=""%s"">här</a> för att fortsätta handla."
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Klicka på <a href=""%s"" onclick=""this.target='_blank'"">här för att skriva ut</a> en kopia av din orderbekräftelse."
"Close","Stäng"
"Company","Företag"
"Condition Name","Skick Namn"
"Configurable Product Image","Konfigurerbar produktbild"
"Configure Cart Item","Konfigurera varukorgsobjekt"
"Confirm Password","Bekräfta lösenord"
"Content","Innehåll"
"Content Height","Innehållets höjd"
"Content Height (css)","Innehållets höjd (css)"
"Continue","Fortsätt"
"Continue Shopping","Fortsätt handla"
"Controls how the item count is calculated in the cart icon badge.","Kontrollerar hur antalet artiklar beräknas i ikonen för kundvagnen."
"Count Method","Räkna metod"
"Country","Land"
"Coupon:","Kupong:"
"Coupon code ""%s"" was applied.","Kupongkod ""%s"" tillämpades."
"Coupon code was removed.","Kupongkoden har tagits bort."
"Create an order from shopping cart","Skapa en beställning från varukorgen"
"Create shopping cart","Skapa kundvagn"
"Customer's information","Kundens information"
"Customer Address is not valid.","Kundens adress är inte giltig."
"Customer Information","Kundens information"
"Delete Condition","Ta bort villkor"
"Details","Detaljer"
"Disabled","Inaktiverad"
"Discount code or gift card","Rabattkod eller presentkort"
"Discounts","Rabatter"
"Display number of items in wishlist","Visa antal objekt i önskelistan"
"Displays all checkout steps on a single page in a 2-column layout","Visar alla utcheckningssteg på en sida i en 2-kolumnslayout"
"Edit","Redigera"
"Edit Address","Redigera adress"
"Edit Condition","Redigera villkor"
"Edit item parameters","Redigera parametrar för objekt"
"Edit Terms and Conditions","Redigera regler och villkor"
"Email Address","E-postadress"
"Empty Shopping Cart Content Before","Töm innehåll i kundvagnen innan"
"Enabled","Aktiverad"
"Enable One-Step Checkout","Aktivera ett steg i kassan"
"Enable Onepage Checkout","Aktivera Onepage Checkout"
"Enable Terms and Conditions","Aktivera villkor och regler"
"Enter discount code","Ange rabattkod"
"Enter promo code","Ange kampanjkod"
"Estimate","Uppskattning"
"Estimate Shipping and Tax","Beräkna frakt och moms"
"Excl. Tax","Exkl. Moms"
"Failed to save billing address. Please try again.","Det gick inte att spara faktureringsadressen. Försök igen."
"Forgot your password?","Glömt ditt lösenord?"
"Get list of available payment methods","Få lista över tillgängliga betalningsmetoder"
"Get list of available shipping methods","Få lista över tillgängliga fraktmetoder"
"Get list of products in shopping cart","Få lista över produkter i varukorgen"
"Get terms and conditions","Hämta regler och villkor"
"Get total prices for shopping cart","Få totala priser för varukorg"
"Gift card ""%s"" was removed.","Presentkort ""%s"" togs bort."
"Gift Card:","Presentkort:"
"Gift Message","Meddelande till gåvan"
"Grouped Product Image","Grupperad produktbild"
"Have an account?","Har du ett konto?"
"HTML","HTML"
"ID","ID"
"If customer accounts are disabled in the frontend, guest checkout must remain enabled.","Om kundkonton är inaktiverade i fronten måste gästkassan förbli aktiverad."
"Incl. Tax","Inkl. Moms"
"Invalid data.","Ogiltig data."
"Invalid form key. Please refresh the page.","Ogiltig formulärnyckel. Vänligen uppdatera sidan."
"Invalid method: %s","Ogiltig metod: %s"
"Invalid shipping method.","Ogiltig fraktmetod."
"Items","Objekt"
"Items After","Objekt efter"
"Items Before","Objekt före"
"Item was removed successfully.","Objektet har tagits bort."
"Item was updated successfully.","Objektet uppdaterades framgångsrikt."
"Load customer quote error","Ladda kund offert fel"
"Loading next step...","Laddar nästa steg..."
"Login","Inloggning"
"Manage Terms and Conditions","Hantera villkor och villkor"
"Mini-cart promotion block","Block för kampanjer i minivarukorgen"
"Minimum order amount is %s","Minsta orderbelopp är %s"
"Move","Flytta"
"Move to Wishlist","Flytta till önskelistan"
"Move to wishlist","Flytta till önskelistan"
"New Address","Ny adress"
"New Condition","Nytt villkor"
"New Terms and Conditions","Nya regler och villkor"
"No Payment Methods","Inga betalningsmetoder"
"ok","Ok"
"One item of products do not have identifier or sku","En produkt har inte identifierare eller sku"
"One item of products is not belong any of quote item","En produkt är inte tillhör någon av offertartikel"
"One Page Checkout","En sida kassan"
"One Page Checkout Failure","Ett misslyckande i kassan"
"One Page Checkout Overview","Översikt över en sida"
"One Page Checkout Success","En sida kassan lyckades"
"One Step Checkout","En Steg Kassan"
"or","eller"
"Order #","Beställning #"
"Order Review","Granskning av order"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","BESTÄLLNING AV BESTÄLLNING INNAN DU FÖRFATTAR ORDER"
"Password","Lösenord"
"Payment Failed Email Reciever","Betalningen misslyckades e-postmottagare"
"Payment Failed Emails","E-post för misslyckade betalningar"
"Payment Failed Email Sender","E-post avsändare för Misslyckad betalning"
"Payment Failed Template","Mall för misslyckad betalning"
"Payment Information","Information om betalning"
"Payment Method","Betalningsmetod"
"Payment method information","Information om betalningsmetod"
"Payment Methods After Checkout Button","Betalningsmetoder efter kassaknappen"
"Payment Methods Before Checkout Button","Betalningsmetoder före kassaknappen"
"Payment methods in shopping cart","Betalningsmetoder i kundvagnen"
"Payment profile # %s: ""%s"".","Betalningsprofil # %s: ""%s""."
"Place Order","Gör beställning"
"Please agree to all the terms and conditions before placing the order.","Vänligen godkänn alla villkor innan du gör beställningen."
"Please choose to register or to checkout as a guest","Välj att registrera dig eller att checka ut som gäst"
"Please enter a promo code.","Ange en kampanjkod."
"Please select a payment method.","Välj en betalningsmetod."
"Please select a shipping method.","Välj en fraktmetod."
"Please select region, state or province","Välj region, stat eller provins"
"Please select shipping and payment methods before placing your order.","Välj leverans- och betalningsmetoder innan du gör din beställning."
