"%1$s has been added to your wishlist. Click <a href=""%2$s"">here</a> to continue shopping.","%1$s a fost adăugat la lista ta de dorințe. Apasă <a href=""%2$s"">aici</a> pentru a continua cumpărăturile."
"%1$s has been updated in your wishlist.","%1$s a fost actualizat în lista ta de dorințe."
"%d product(s) have been added to shopping cart: %s.","%d produs(e) au fost adăugate în coşul de cumpărături: %s."
"%s's Wishlist","Lista de dorințe %s"
"%s for ""%s"".","%s pentru ""%s""."
"%s has been moved to wishlist %s","%s a fost mutat în lista de dorințe %s"
"%s has been moved to wishlist %s. Please note that uploaded files will need to be re-uploaded when adding to cart.","%s a fost mutat în lista de dorințe %s. Vă rugăm să rețineți că fișierele încărcate vor trebui să fie reîncărcate când se adaugă în coș."
"%s was added to your shopping cart.","%s a fost adăugat la coșul dvs. de cumpărături."
"* Required Fields","* Câmpuri obligatorii"
"Add All to Cart","Adaugă tot în coș"
"Added From","Adăugat de la"
"Add to Cart","Adaugă în coș"
"Add to Compare","Adaugă la comparație"
"Add to Wishlist","Adaugă la lista dorinţelor"
"An error occurred while adding item to wishlist.","A apărut o eroare la adăugarea produsului la lista de dorințe."
"An error occurred while adding item to wishlist: %s","A aparut o eroare la adaugarea produsului in lista de dorinte: %s"
"An error occurred while deleting the item from wishlist.","A apărut o eroare la ștergerea elementului din lista de dorințe."
"An error occurred while deleting the item from wishlist: %s","A aparut o eroare la stergerea produsului din lista de dorinte: %s"
"An error occurred while updating wishlist.","Eroare in timpul actualizarii listei de dorinte."
"Are you sure you want to remove this product from your wishlist?","Ești sigur că vrei să ștergi acest produs din lista ta de dorințe?"
"Are you sure you would like to remove this item from the wishlist?","Sunteţi sigur că doriţi să ştergeţi acest element din lista de dorinţe?"
"Back","Înapoi"
"Can't delete item from wishlist","Nu se poate șterge elementul din lista de dorințe"
"Can't save description %s","Nu se poate salva descrierea %s"
"Can't update wishlist","Nu se poate actualiza lista de dorințe"
"Cannot add item to shopping cart","Nu se poate adauga produsul in cosul de cumparaturi"
"Cannot add the item to shopping cart.","Nu se poate adauga produsul in cosul de cumparaturi."
"Cannot add the selected product to shopping cart because the product was removed from the wishlist","Produsul selectat nu poate fi adăugat în coșul de cumpărături deoarece produsul a fost eliminat din lista de dorințe"
"Cannot configure product","Nu se poate configura produsul"
"Cannot load wishlist item","Nu se poate încărca articolul din lista de dorințe"
"Cannot move item to wishlist","Nu se poate muta elementul la lista de dorințe"
"Cannot specify product.","Produsul nu poate fi specificat."
"Cannot specify wishlist.","Nu se poate specifica lista de dorinţe."
"Cannot specify wishlist item.","Nu se poate specifica elementul din lista de dorinţe."
"Cannot update wishlist","Nu se poate actualiza lista dorinţelor"
"Check this checkbox if you want to add a link to an rss feed to your wishlist.","Bifați această casetă de selectare dacă doriți să adăugați un link la un flux de rss la lista de dorințe."
"Click for price","Click pentru preț"
"Comment","Comentariu"
"Comment:","Comentariu:"
"Configured Price:","Preț configurat:"
"Configure Wishlist Item","Configurare articol dorit"
"Could not find wishlist","Nu am găsit lista de dorințe"
"Customer My Account My Wishlist","Contul Meu Client"
"Customer My Account Wishlist Sharing Form","Formularul de partajare a contului meu client"
"Customer Shared Wishlist View","Vizualizare lista dorintelor comune ale clientilor"
"Date Added","Data Adăugării"
"Days in Wishlist","Zile în Favorite"
"Display Wishlist Summary","Afişare Sumar Dorinţe"
"Edit","Editare"
"Email address can't be empty.","Adresa de e-mail nu poate fi goală."
"Email Sender","Expeditor e-mail"
"Email Template","Şablon e-mail"
"Enabled","Activat"
"General Options","Opţiuni generale"
"Go to Wishlist","Mergi la Favorite"
"Helper for wishlist options rendering doesn't implement required interface.","Ajutor pentru opțiunile lista de dorințe nu implementează interfața necesară."
"In stock","În stoc"
"Last Added Items","Ultimele articole adăugate"
"Message","Mesaj"
"My Wishlist","Lista mea de dorințe"
"My Wishlist (%d item)","Lista mea de dorințe ( itemul%d)"
"My Wishlist (%d items)","Lista mea de dorințe ( articole%d)"
"My Wishlist <small>(%d)</small>","Lista mea de dorințe <small>(%d)</small>"
"My Wishlist Link","Link-ul meu de dorințe"
"Options Details","Detalii opțiuni"
"Out of stock","Nu este în stoc"
"Please, enter your comments...","Vă rugăm, introduceţi comentariile..."
"Please add product to wishlist again.","Vă rugăm să adăugați din nou produsul la lista de dorințe."
"Please enter a valid email addresses, separated by commas. For example johndoe@domain.com, johnsmith@domain.com.","Vă rugăm să introduceți o adresă de e-mail validă, separată prin virgule. De exemplu, johndoe@domain.com, johnsmith@domain.com."
"Please enter no more than 5 email addresses.","Vă rugăm să nu introduceți mai mult de 5 adrese de e-mail."
"Please input a valid email address.","Vă rugăm să introduceți o adresă de e-mail validă."
"Price","Preț"
"Product","Produs"
"Product(s) %s have required options. Each of them can be added to cart separately only.","Produsele %s au opțiuni necesare. Fiecare poate fi adăugat doar separat în coș."
"Qty","Cantitate"
"Remove Item","Elimină elementul"
"Remove item","Elimină element"
"Remove This Item","Elimină acest element"
"Requested cart item doesn't exist","Elementul din coș solicitat nu există"
"Requested wishlist doesn't exist","Lista de dorințe solicitată nu există"
