"-- Please Select --","-- Vă rugăm selectaţi --"
"Actions","Acțiuni"
"Add Layout Update","Adauga actualizare Layout"
"Add New Widget Instance","Adaugă instanță nouă pentru widget"
"All","Toate"
"All Pages","Toate paginile"
"All Product Types","Toate tipurile de produse"
"Anchor Categories","Categorii Ancore"
"An error occurred during POST data validation: %s","A aparut o eroare la validarea datelor POST: %s"
"An error occurred during saving a widget: %s","A aparut o eroare la salvarea widget-ului: %s"
"Apply","Aplică"
"Assign to Store Views","Asignează la Vizualizările Magazinelor"
"Big Image","Imagine mare"
"Block Reference","Referinta blocului"
"Categories","Categorii"
"Choose...","Alege..."
"Close","Inchide"
"CMS","CMS"
"Continue","Continuă"
"Default Template","Șablon implicit"
"Delete","Ștergere"
"Design Package/Theme","Pachet design/Temă"
"Error occurs during loading chooser.","A intervenit o eroare în timpul încărcării codului."
"Export to:","Exportă către:"
"Frontend Properties","Proprietăți frontend"
"Generic Pages","Pagini Generice"
"Go to Next page","Du-te la pagina următoare"
"Go to Previous page","Mergeți la pagina anterioară"
"Images","Imagini"
"Insert Widget...","Insert Widget..."
"items selected","articole selectate"
"Layout Updates","Actualizări aspect"
"Manage Widget Instances","Gestionare instanțe widget"
"New Instance","Instanță nouă"
"New Widget Instance","Instanță nouă pentru widget"
"Next page","Pagina următoare"
"Non-Anchor Categories","Categorii non-ancore"
"Not Selected","Nu este selectat"
"of %s pages","de pagini %s"
"Open Chooser","Deschide Selector"
"Page","Pagină"
"per page","pe pagină"
"Please Select Block Reference First","Selectati mai intai referinta bloc"
"Previous page","Pagina precedentă"
"Products","Produse"
"Remove Layout Update","Elimină Actualizare Layout"
"Save and Continue Edit","Salvează și continuă editarea"
"Select All","Selectează tot"
"Select Visible","Selectați Vizibil"
"Settings","Setări"
"Sort Order","Ordinea de sortare"
"Sort Order of widget instances in the same block reference","Sortați instanțele widget-ului în același bloc de referință"
"Specific %s","Specifica %s"
"Specified Page","Pagina specificată"
"Template","Șablon"
"The information in this tab has been changed.","Informațiile din această filă au fost modificate."
"The widget instance has been deleted.","Instanța widgetului a fost ștearsă."
"The widget instance has been saved.","Instanța widget-ului a fost salvată."
"This tab contains invalid data. Please solve the problem before saving.","Această filă conține date invalide. Vă rugăm să rezolvați problema înainte de salvare."
"Thumbnail","Thumbnail"
"Total %d records found","Total înregistrări %d găsite"
"Type","Tip"
"Unselect All","Deselectează tot"
"Unselect Visible","Deselectare Vizibile"
"View","Vizualizare"
"Widget","Widget"
"Widget ""%s""","Widget ""%s"""
"Widget ID","ID widget"
"Widget Instance","Instanță widget"
"Widget instance is not full complete to create.","Instanța widget-ului nu este completă pentru a fi creată."
"Widget Instance Title","Titlu Instanță Widget"
"Widget Options","Opțiuni widget"
"Widgets","Widget-uri"
"Widget Type","Tip widget"
"Widget Type is not specified","Tipul de widget nu este specificat"
"Wrong widget instance specified.","Instanță widget specificată greșit."
