"%s's Wishlist","%s's Wishlist"
"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Products","%s - Special Products"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s RSS Feed","%s RSS Feed"
"Admin Catalog","Admin Catalog"
"Admin Order","Admin Order"
"Cannot retrieve the wishlist","Cannot retrieve the wishlist"
"Catalog","Katalog"
"Category Feeds","Category Feeds"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
"Click for price","Kliknij po cenę"
"Comment: %s<br/>","Comment: %s<br/>"
"Coupons/Discounts","Kupony/obniżki"
"Current Status: %s<br/>","Current Status: %s<br/>"
"Customer Name: %s","Customer Name: %s"
"Customer Order Notification","Customer Order Notification"
"Customer Order Status Notification","Powiadomienie o statusie zamówienia"
"Details for %s #%s","Details for %s #%s"
"Discount","Zniżka"
"Discount (%s)","Discount (%s)"
"Enable RSS","Włącz RSS"
"Enabling can increase security risk by exposing some order details.","Enabling can increase security risk by exposing some order details."
"Error in processing xml. %s","Error in processing xml. %s"
"From:","Z:"
"Get Feed","Pobierz kanał"
"Gift Message","Wiadomość prezentowa"
"Grand Total","Łącznie"
"Low Stock Products","Produkty na wyczerpaniu"
"Message:","Wiadomość:"
"Miscellaneous Feeds","Różne kanały"
"New Order Notification","New Order Notification"
"New Order Period (days)","New Order Period (days)"
"New Orders","Nowe zamówienia"
"New Products","Nowe produkty"
"New Products from %s","New Products from %s"
"Notified Date: %s<br/>","Notified Date: %s<br/>"
"Order","Zamówienie"
"Order #%s created at %s","Order #%s created at %s"
"Order # %s Notification(s)","Order # %s Notification(s)"
"Pending product review(s)","Niezatwierdzone opinie"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br/>","Product: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"Review: %s <br/>","Review: %s <br/>"
"Review Notification","Review Notification"
"Rss Config","Konfiguracja RSS"
"RSS Feeds","Kanały RSS"
"RSS Feeds List","RSS Feeds List"
"Shipping &amp; Handling","Wysyłka &amp; Pakowanie"
"Special Products","Specjalne produkty"
"Stock Notification","Stock Notification"
"Store: %s <br/>","Store: %s <br/>"
"Subtotal","Suma częściowa"
"Summary of review: %s <br/>","Summary of review: %s <br/>"
"Tags Products","Tags Products"
"Tax","Podatek"
"There are no Rss Feeds","There are no Rss Feeds"
"To:","Do:"
"Top Level Category","Kategoria najwyższego poziomu"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Schowek"
