"%s and greater","%s and greater"
"<strong>%d item(s)</strong> were found using the following search criteria","<strong>%d item(s)</strong> were found using the following search criteria"
"Advanced Search","Wyszukiwanie zaawansowane"
"Advanced Search Form","Advanced Search Form"
"Advanced Search Result","Advanced Search Result"
"All","Wszystko"
"Applies for ""Like"" search type only.","Applies for ""Like"" search type only."
"Apply Layered Navigation if Search Results are Less Than","Apply Layered Navigation if Search Results are Less Than"
"Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process.","Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process."
"Autogenerated Site Map","Autogenerated Site Map"
"Catalog Advanced Search","Zaawansowane wyszukiwanie w katalogu"
"Catalog Search","Wyszukiwanie"
"Catalog Search Index","Catalog Search Index"
"Categories","Kategorie"
"Don't see what you're looking for?","Nie możesz znaleźć tego czego szukasz?"
"Enable Category Search in Autosuggest","Enable Category Search in Autosuggest"
"Enter ""0"" to enable layered navigation for any number of results.","Enter ""0"" to enable layered navigation for any number of results."
"Fulltext Separator","Fulltext Separator"
"Go to Home Page","Przejdź do strony głównej"
"Grid","Siatka"
"Home","Strona główna"
"List","Lista"
"Maximum Categories in Autosuggest","Maximum Categories in Autosuggest"
"Maximum Query Length","Maksymalna długość zapytania"
"Maximum Query Words Count","Maximum Query Words Count"
"Maximum Search query length is %s. Your query was cut.","Maximum Search query length is %s. Your query was cut."
"Maximum words count is %1$s. In your search query was cut next part: %2$s.","Maximum words count is %1$s. In your search query was cut next part: %2$s."
"Minimal Query Length","Minimalna długość zapytania"
"Minimum Search query length is %s","Minimum Search query length is %s"
"Modify your search","Modyfikowanie wyszukiwania"
"No","Nie"
"No items were found using the following search criteria.","No items were found using the following search criteria."
"Please specify at least one search term.","Podaj co najmniej jedno wyszukiwane hasło."
"Popular Search Terms","Popularne wyszukiwane frazy"
"Products","Produkty"
"Quick Search Form","Quick Search Form"
"Rebuild Catalog product fulltext search index","Przebuduj fultekstowy indeks produktów katalogu"
"Redirect to product page if search generates one result","Redirect to product page if search generates one result"
"Relevance","Znaczenie"
"Results","Rezultaty"
"Search","Wyszukiwanie"
"Search:","Search:"
"Search entire store here...","Szukaj w sklepie..."
"Search results for '%s'","Search results for '%s'"
"Search results for: '%s'","Search results for: '%s'"
"Search Settings","Ustawienia wyszukiwania"
"Search Terms","Szukane frazy"
"Search Type","Search Type"
"Show Autocomplete Results Count","Show Autocomplete Results Count"
"Specified date is invalid.","Specified date is invalid."
"Subscribe to Feed","Subscribe to Feed"
"up to %s","up to %s"
"View all %s results","View all %s results"
"Yes","Tak"
"Your search returns no results.","Your search returns no results."
