"%1$s has been added to your wishlist. Click <a href=""%2$s"">here</a> to continue shopping.","%1$s has been added to your wishlist. Click <a href=""%2$s"">here</a> to continue shopping."
"%1$s has been updated in your wishlist.","%1$s has been updated in your wishlist."
"%d product(s) have been added to shopping cart: %s.","%d product(s) have been added to shopping cart: %s."
"%s's Wishlist","Liste de vœux d'%s"
"%s for ""%s"".","%s for ""%s""."
"%s has been moved to wishlist %s","%s a été déplacé vers la liste d'envies %s"
"%s has been moved to wishlist %s. Please note that uploaded files will need to be re-uploaded when adding to cart.","%s a été déplacé vers la liste d'envies %s. Veuillez noter que les fichiers téléchargés devront être re-téléchargés lors de l'ajout au panier."
"%s was added to your shopping cart.","%s was added to your shopping cart."
"* Required Fields","* Champs obligatoires"
"Add All to Cart","Tout ajouter au panier"
"Added From","Ajouté depuis"
"Add to Cart","Ajouter au panier"
"Add to Compare","Ajouter à la comparaison"
"Add to Wishlist","Ajouter à la liste d'envies"
"An error occurred while adding item to wishlist.","Une erreur s'est produite lors de l'ajout de l'élément à la liste d'envies."
"An error occurred while adding item to wishlist: %s","Une erreur s'est produite lors de l'ajout de l'article à la liste d'envies : %s"
"An error occurred while deleting the item from wishlist.","Une erreur s'est produite lors de la suppression de l'élément de la liste d'envies."
"An error occurred while deleting the item from wishlist: %s","Une erreur s'est produite lors de la suppression de l'article de la liste d'envies : %s"
"An error occurred while updating wishlist.","Une erreur s'est produite lors de la mise à jour de la liste d'envies."
"Are you sure you want to remove this product from your wishlist?","Êtes-vous sûr de vouloir supprimer ce produit de votre liste d'envies ?"
"Are you sure you would like to remove this item from the wishlist?","Êtes-vous sûr de vouloir supprimer cet élément de la liste d'envies ?"
"Back","Précédent"
"Can't delete item from wishlist","Impossible de supprimer l'élément de la liste d'envies"
"Can't save description %s","Impossible d'enregistrer la description %s"
"Can't update wishlist","Impossible de mettre à jour la liste de favoris"
"Cannot add item to shopping cart","Impossible d'ajouter l'article au panier"
"Cannot add the item to shopping cart.","Impossible d'ajouter l'article au panier."
"Cannot add the selected product to shopping cart because the product was removed from the wishlist","Impossible d'ajouter le produit sélectionné au panier car le produit a été retiré de la liste d'envies"
"Cannot configure product","Impossible de configurer le produit"
"Cannot load wishlist item","Impossible de charger l'élément de la liste d'envies"
"Cannot move item to wishlist","Impossible de déplacer l'élément vers la liste d'envies"
"Cannot specify product.","Impossible de spécifier le produit."
"Cannot specify wishlist.","Impossible de spécifier la liste d'envies."
"Cannot specify wishlist item.","Impossible de spécifier l'élément de la liste d'envies."
"Cannot update wishlist","Impossible de mettre à jour la liste de souhaits"
"Check this checkbox if you want to add a link to an rss feed to your wishlist.","Cochez cette case si vous voulez ajouter un lien vers un flux RSS à votre liste de souhaits."
"Click for price","Cliquer pour le prix"
"Comment","Commenter"
"Comment:","Commentaire:"
"Configured Price:","Prix configuré:"
"Configure Wishlist Item","Configurer l'élément de la liste d'envies"
"Could not find wishlist","Impossible de trouver la liste d'envies"
"Customer My Account My Wishlist","Mon compte client Ma liste de vœux"
"Customer My Account Wishlist Sharing Form","Formulaire de partage de la liste de souhaits du client"
"Customer Shared Wishlist View","Vue de la liste de souhaits partagée par le client"
"Date Added","Date d'ajout"
"Days in Wishlist","Jours dans la liste d'envies"
"Display Wishlist Summary","Afficher le résumé de la liste d'envies"
"Edit","Editer"
"Email address can't be empty.","L'adresse e-mail ne peut pas être vide."
"Email Sender","Expéditeur d'email"
"Email Template","Modèle d'email"
"Enabled","Activé"
"General Options","Options Générales"
"Go to Wishlist","Aller à la liste d'envies"
"Helper for wishlist options rendering doesn't implement required interface.","L'assistant pour le rendu des options de la liste d'envies n'implémente pas l'interface requise."
"In stock","En stock"
"Last Added Items","Derniers éléments ajoutés"
"Message","Message"
"My Wishlist","Ma liste d'envies"
"My Wishlist (%d item)","Ma liste de vœux (%d élément)"
"My Wishlist (%d items)","My Wishlist (%d items)"
"My Wishlist <small>(%d)</small>","Ma liste de vœux <small>(%d)</small>"
"My Wishlist Link","Lien de ma liste de vœux"
"Options Details","Détails des options"
"Out of stock","En rupture de stock"
"Please, enter your comments...","Veuillez saisir vos commentaires..."
"Please add product to wishlist again.","Veuillez ajouter à nouveau le produit à la liste de souhaits."
"Please enter a valid email addresses, separated by commas. For example johndoe@domain.com, johnsmith@domain.com.","Veuillez saisir une adresse e-mail valide, séparée par des virgules. Par exemple johndoe@domain.com, johnsmith@domain.com."
"Please enter no more than 5 email addresses.","Veuillez ne pas entrer plus de 5 adresses e-mail."
"Please input a valid email address.","Veuillez entrer une adresse e-mail valide."
"Price","Prix"
"Product","Produit"
"Product(s) %s have required options. Each of them can be added to cart separately only.","Les produits %s ont des options requises. Chacun d'eux peut être ajouté séparément au panier."
"Qty","Qté"
"Remove Item","Supprimer l'élément"
"Remove item","Supprimer l'élément"
"Remove This Item","Supprimer cet élément"
"Requested cart item doesn't exist","L'article du panier demandé n'existe pas"
"Requested wishlist doesn't exist","La liste d'envies demandée n'existe pas"
"RSS Feed","Flux RSS"
"RSS link to %s's wishlist","Lien RSS vers la liste d'envies de %s"
"Share Options","Options de partage"
"Share Wishlist","Partager la liste d'envies"
"Share Your Wishlist","Partagez votre liste d'envies"
"Sharing Information","Partage des informations"
"SKU","UGS"
"This product(s) is currently out of stock","Ce produit est actuellement en rupture de stock"
"This Wishlist has no Items","Cette liste de vœux n'a aucun élément"
"Unable to add the following product(s) to shopping cart: %s.","Impossible d'ajouter le(s) produit(s) suivant(s) au panier : %s."
"Update Wishlist","Mettre à jour la liste d'envies"
"Up to 5 email addresses, separated by commas","Jusqu'à 5 adresses e-mail, séparées par des virgules"
"User Description","Description de l'utilisateur"
"View Details","Voir les détails"
"View Product","Voir le produit"
"What's this?","Qu'est-ce que c'est?"
"Wishlist","Liste d'envies"
"Wishlist could not be created.","La liste de souhaits n'a pas pu être créée."
"Wishlist is empty now.","La liste d'envies est vide maintenant."
