"%s","%s"
"%s role is a special one and can't be changed.","%s role is a special one and can't be changed."
"%s role is a special one and can't be deleted.","Le rôle %s est spécial et ne peut pas être supprimé."
"%s role is protected.","%s role is protected."
"ACL Attribute Rules","Règles d'attributs ACL"
"ACL Attributes Information","Informations sur les attributs ACL"
"Add","Ajouter"
"Add Admin Role","Ajouter un rôle d'administrateur"
"Add New Role","Ajouter un nouveau rôle"
"Address Type","Type d'adresse"
"Admin","Administrateur"
"Allow","Autoriser"
"An error occurred while deleting the role.","Une erreur s'est produite lors de la suppression du rôle."
"An error occurred while saving attribute rules.","Une erreur s'est produite lors de l'enregistrement des règles d'attribut."
"An error occurred while saving role.","Une erreur s'est produite lors de l'enregistrement du rôle."
"Api Rules Information","Informations sur les Règles de l'Api"
"Assigned","Assigné"
"Associate to Website","Associer au site web"
"Attribute Rules Information","Informations sur les règles d'attribut"
"Attribute Set","Ensemble d'Attributs"
"Attributes","Attributs"
"Automatically Return Credit Memo Item to Stock","Renvoyer automatiquement l'article avoir en stock"
"Back","Précédent"
"Backorders","Commandes en attente"
"Base Currency","Devise de base"
"Base Customer Balance","Solde de base du client"
"Base Discount","Remise de base"
"Base Discount Amount","Montant de la Remise de Base"
"Base Item Subtotal","Sous-total de l'article de base"
"Base Item Subtotal Including Tax","Sous-total de l'article de base TTC"
"Base Original Price","Prix initial de base"
"Base Price","Prix de base"
"Base Price Including Tax","Prix de base TTC"
"Base Shipping","Expédition de base"
"Base Shipping Discount","Remise d'expédition de base"
"Base Shipping Tax","Taxe d'expédition de base"
"Base Subtotal","Sous-total de base"
"Base Subtotal Including Tax","Sous-total de base TTC"
"Base Tax Amount","Montant de la taxe de base"
"Base Total Due","Total de base dû"
"Base Total Paid","Total de base payé"
"Base Total Refunded","Total remboursé de base"
"Buy Now URL","URL d'achat maintenant"
"Can Be Divided into Multiple Boxes for Shipping","Peut être divisé en plusieurs boîtes pour l'expédition"
"Canceled Qty","Qté annulée"
"Catalog","Catalogue"
"Catalog Product","Produit catalogue"
"CatalogInventory","Inventaire du catalogue"
"Category ID","ID de la catégorie"
"City","Ville"
"Company","Entreprise"
"Country","Pays"
"Coupon Code","Code promo"
"Create","Créer"
"Create Permanent Redirect for old URL","Créer une redirection permanente pour l'ancienne URL"
"Created From","Créé à partir de"
"Customer","Client"
"Customer Address","Adresse du client"
"Customer Address ID","ID de l'adresse du client"
"Customer Balance","Solde du client"
"Customer First Name","Prénom du client"
"Customer ID","ID du client"
"Customer Last Name","Nom du client"
"Customer Middle Name","Deuxième prénom du client"
"Customer Prefix","Préfixe client"
"Customer Suffix","Suffixe du client"
"Default Image","Image par défaut"
"Delete","Supprimez"
"Deny","Refuser"
"Disable automatic group change based on VAT ID","Désactiver la modification automatique du groupe en fonction du numéro de TVA"
"Discount","Remise"
"Discount Amount","Montant de la remise"
"Discount Description","Description de la remise"
"Edit","Editer"
