"%s was added to your shopping cart.","%s was added to your shopping cart."
"%s was updated in your shopping cart.","%s was updated in your shopping cart."
"(Excl. Tax)","(TTC)"
"(Incl. Tax)","(TTC)"
"* Required Fields","* Champs obligatoires"
"Add New Address","Ajouter une nouvelle adresse"
"Add New Condition","Ajouter une nouvelle condition"
"Add coupon code for shopping cart","Ajouter le code de coupon pour le panier"
"Add gift messages to shopping cart","Ajouter des messages cadeaux au panier"
"Add product to shopping cart","Ajouter un produit au panier"
"Add product(s) to shopping cart","Ajouter le(s) produit(s) au panier"
"Add to Cart","Ajouter au panier"
"Add to Compare","Ajouter à la comparaison"
"Add to Wishlist","Ajouter à la liste d'envies"
"Additional Product Info","Informations supplémentaires sur le produit"
"Address","Adresses"
"Address %s of %s","Adresse %s de %s"
"After Adding a Product Redirect to Shopping Cart","Après l'ajout d'une redirection de produit vers le panier"
"Allow Guest Checkout","Autoriser la commande en tant qu'invité"
"Already registered?","Déjà inscrit?"
"An error occurred in the process of payment","Une erreur s'est produite dans le processus de paiement"
"An error occurred while deleting this condition.","Une erreur s'est produite lors de la suppression de cette condition."
"An error occurred while saving this condition.","Une erreur s'est produite lors de l'enregistrement de cette condition."
"Apply","Appliquer"
"Apply Coupon","Appliquer un bon de réduction"
"Are you sure you want to leave this page? You will need to go through the checkout steps again.","Êtes-vous sûr de vouloir quitter cette page ? Vous devrez repasser les étapes de la caisse."
"Are you sure you would like to remove this item from the shopping cart?","Êtes-vous sûr de vouloir supprimer cet article du panier ?"
"Back","Précédent"
"Back to Billing Information","Retour aux informations de facturation"
"Back to Select Addresses","Retour à la sélection des adresses"
"Back to Shipping Information","Retour aux informations d'expédition"
"Back to Shopping Cart","Retour au panier"
"Based on your selection, you may be interested in the following items:","Selon votre sélection, vous pourriez être intéressé par les éléments suivants :"
"Billing Address","Adresse de facturation"
"Billing Information","Informations de facturation"
"Billing Information - %s","Informations de facturation - %s"
"Can not remove the item.","Impossible de supprimer l'objet."
"Can not save item.","Impossible d'enregistrer l'élément."
"Cancel","Abandonner"
"Cancel Coupon","Annuler le coupon"
"Cannot add item to the shopping cart.","Impossible d'ajouter l'article au panier."
"Cannot add the item to shopping cart","Impossible d'ajouter l'article au panier"
"Cannot add the item to shopping cart.","Impossible d'ajouter l'article au panier."
"Cannot apply the coupon code.","Impossible d'appliquer le code du coupon."
"Cannot configure product.","Impossible de configurer le produit."
"Cannot open the overview page","Impossible d'ouvrir la page d'aperçu"
"Cannot process the item.","Impossible de traiter l'élément."
"Cannot remove the item.","Impossible de supprimer l'élément."
"Cannot update shopping cart.","Impossible de mettre à jour le panier."
"Cannot update the item.","Impossible de mettre à jour l'élément."
"Card Verification Number Visual Reference","Référence visuelle du numéro de vérification de carte"
"Cart","Panier"
"Cart Product API","API de produit du panier"
"Cart Subtotal:","Sous-total du panier :"
"Change","Changement"
"Change Billing Address","Changer l'adresse de facturation"
"Checkbox Text","Texte de la case à cocher"
"Checkout","Payer"
"Checkout Conditions","Conditions de paiement"
"Checkout Forms Extra","Supplément de formulaire de paiement"
"Checkout Method","Méthode de paiement"
"Checkout Options","Options de paiement"
"Checkout Progress Wrapper","Wrapper de progression de commande"
"Checkout Terms and Conditions","Termes et conditions de commande"
"Checkout as Guest","Commander en tant qu'invité"
"Checkout as a Guest or Register","Commander en tant qu'invité ou s'inscrire"
"Checkout with Multiple Addresses","Payer avec plusieurs adresses"
"City","Ville"
"Clear Shopping Cart","Vider le panier"
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Cliquez sur <a href=""%s"" onclick=""this.target='_blank'"">ici pour imprimer</a> une copie de votre confirmation de commande."
"Click <a href=""%s"">here</a> to continue shopping.","Cliquez sur <a href=""%s"">ici</a> pour continuer vos achats."
"Close","Fermer"
"Company","Entreprise"
"Condition Name","Nom de la condition"
"Configurable Product Image","Image du produit configurable"
"Configure Cart Item","Configurer l'article du panier"
"Confirm Password","Confirmer le mot de passe"
"Content","Contenus"
"Content Height","Hauteur du contenu"
"Content Height (css)","Hauteur du contenu (css)"
"Continue","Continuer"
"Continue Shopping","Continuer à magasiner"
"Continue to Billing Information","Continuer vers les informations de facturation"
"Continue to Review Your Order","Continuer à revoir votre commande"
"Continue to Shipping Information","Continuer vers les informations d'expédition"
"Country","Pays"
"Coupon code ""%s"" is not valid.","Le code promo «%s» n'est pas valide."
"Coupon code ""%s"" was applied.","Le code promo «%s» a été appliqué."
"Coupon code was canceled.","Le code promo a été annulé."
"Create Billing Address","Créer une adresse de facturation"
