"%1$s incl tax.","%1$s incl tax."
"* Required Fields","* Champs obligatoires"
"-- Select --","-- Sélectionnez --"
"Add New Option","Ajouter une option"
"Add Selection","Add Selection"
"and","and"
"Bundle Items","Articles packagés"
"Bundle Product","Bundle Product"
"Buy %1$s","Buy %1$s"
"Buy %1$s for","Buy %1$s for"
"Buy %1$s for %2$s","Buy %1$s for %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each"
"Buy %1$s with %2$s discount each","Buy %1$s with %2$s discount each"
"Catalog Product View (Bundle)","Catalog Product View (Bundle)"
"Checkbox","Case à cocher"
"Choose a selection...","Choisissez une sélection"
"Click for price","Cliquez pour afficher le prix"
"Close","Fermer"
"Default","Par défaut"
"Default Qty","Qté par défaut"
"Default Title","Titre par défaut"
"Drop-down","Liste déroulante"
"Dynamic","Dynamique"
"each","each"
"Excl. Tax","HT"
"Excl. Tax:","Excl. Tax:"
"Fixed","Fixé"
"From","Depuis"
"From:","De :"
"Gift Message","Message du cadeau"
"Incl. Tax","TTC"
"Incl. Tax:","Incl. Tax:"
"Input Type","Type de saisie"
"Is Required","Obligatoire"
"Message:","Message :"
"Multiple Select","Sélection multiple"
"N/A","N/D"
"None","Aucun"
"No options of this product are available.","Aucune option n'est disponible pour ce produit."
"Percent","Pourcent"
"Percent Discount","Remise en pourcentage"
"Please enter a number greater 0 in this field.","Veuillez saisir un nombre supérieur à 0 dans ce champ."
"Please enter search conditions to view products.","Please enter search conditions to view products."
"Please select options for product.","Please select options for product."
"Please Select Products to Add","Sélectionnez les produits à ajouter"
"Please specify product option(s).","Veuillez préciser la ou les options de produits."
"Position","Position"
"Price as configured","Price as configured"
"Price Range","Tranche de prix"
"Price Type","Type de prix"
"Qty:","Qté :"
"Radio Buttons","Boutons radio"
"Required options are not selected.","Required options are not selected."
"save","économisez"
"Selected required options are not available.","Selected required options are not available."
"Separately","Séparément"
"Ship Bundle Items","Livrer les articles packagés"
"Shipment","Expédition"
"SKU","REF"
"Store View Title","Titre de la vue magasin"
"There is no defined renderer for ""%s"" option type.","There is no defined renderer for ""%s"" option type."
"This product is also part of bundle(s)","This product is also part of bundle(s)"
"To","À"
"To:","À :"
"Together","Ensemble"
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Use Default Value","Utiliser la valeur par défaut"
"User Defined Qty","User Defined Qty"
